"Register","Text","Left","-5;5","Right"
"s","S-BEABXg-0088-2160","şu bakıyor. Normalde gez dönüp","bakan","olmaz. Araba ney? Opel Astra."
"s","S-BEABXw-0408-459","şu anda biraz rahatsızım, kusura","bakma.","Tam sesim çıkmıyo. Acıkmışsındır sen"
"w","W-XI45E1C-5070-1958","şortla gezen görsem tip tip","bakar,","sinsice gülerim arkasından. Yavru fil"
"s","S-ADABPZ-0125-1009","şirket içerisinde emm insanların sayısına","bakıldığında","Türkiye yirmi dokuz ülkeden daha"
"s","S-BEABXO-0094-1359","Şirinler'e? Neden? Gargamel kötü olur.","Bak","bak. Göster nasıl oluyormuş. Göster"
"s","S-BEABXO-0094-359","şirin. Nasıl konuşuyormuş Gargamel göster","bakalım","bana hadi. Ben kötü konuşuyim."
"w","W-VI44F1D-4739-1665","şimdilik sadece konuyu alta çektim","bakalım","bu sene nasıl geçecek göreceğiz"
"w","W-JA16B2A-1738-1041","Şimdilik onları geç. Pulsuz olanlara","bak","sen. Onlar belki de oğlumdan"
"s","S-BEABXO-0392-1644","şimdi? Hıı sen bak bak","bak","pasa bak defansın belini kırıyorum"
"s","S-AAABOp-0011-1445","Şimdi, hocam Hı <B> Hayır,","bak,","ne diyorum olur mu? Soruyorum"
"s","S-BEABXg-0088-92","şimdi yani şuanki polislere bi","bakıyosun","adam polis olmuş bi bakıyosun"
"s","S-AAABOp-0011-1205","şimdi size. Olur mu? Olur.","Bak","bi şey daha var <B>"
"s","S-BEABXT-0066-1171","Şimdi sen orda napıcan? <B>","baktım","450 falan var ayrı diyorum."
"s","S-ADABPZ-0125-1131","şimdi pek o teğetten fazla","bakmadan","dört buçuk trilyon dolar ekonomisine"
"s","S-BEABXO-0450-269","şimdi oturur onları çözerim, anladıklarıma","bakarım","anlamadıklarımı yarın Müzeyyen'e sorarım, Müzeyyen'in"
"s","S-ADABI\-0438-232","Şimdi lütfen böyle bir dikkatle","bakın","bu lobun üzerindeki hangi bölümler"
"s","S-BEABXs-0130-1076","şimdi kurs zamanı başladığı zaman","bak","görürsün çoğu gelicek. Burak işte"
"s","S-BEABXO-0418-707","şimdi harcadım yirmi milyon. İşte","bak","gidiyor para. Baya da eşya"
"s","S-BEABXO-0080-2292","şimdi dik çalışıyo direk soğutuyo.","Bak","nasıl yavaş üflüyo. Bu idare"
"w","W-OA16B0A-0174-2012","Şimdi daha sevecen ve sıcak","bakıyordu.","Yine tane tane mırıldandı Bu,"
"s","S-AAAAFZ-0383-17","Şimdi bunlardan küresel iklim değişimine","baktığınız","zaman sadece direkt etkileri olan"
"s","S-ADABAo-0433-1972","Şimdi ben onun kitabını açtım","baktım,","onu okurken, işte belli bi"
"s","S-BEABXW-0069-2163","Şimdi ben genelde oyunun başında","bakıyorum","tamam mı okey var mı"
"s","S-ADABDp-0430-433","Şimdi bak. Her iki ayaklarıma","baktığınız","zaman bu sol ayağım boşta."
"s","S-BEABXO-0392-1821","şimdi bak. Buna orta derler","bak","Murat abi. He he benim"
"w","W-LG22C3A-0892-1550","Şimdi avucumun içindesin işte, sana","bakıyorum.","Yıl 1971; Gülhane Askeri Hastanesi'nde"
"w","W-NA16B1A-0858-1606","Şimdi anlamıştım neden bize öfkeyle","baktığını.","Evinin yakınına taşınıp onu rahatsız"
"s","S-BEABXO-0436-1422","şikayet idiyim gocasını diyom vo","bakıyom","ki herife zıkım yisin diyo"
"w","W-CG09C5A-0218-2465","şiirdir. Bir de bu gözle","bak.","O zamana kadar bu tarz"
"s","S-ADABPZ-0119-2324","şeytan var onun içinde ben","bakmam.","Şimdi benzer bir şey bu"
"w","W-LI31D1B-2338-1400","Şeytan tezgahı Floransa'da gezerken düşündüklerime","bakın","Allah aşkına... Kafayı kasetlerle yedik"
"s","S-BEABXO-0002-255","şeyler... <B> Dedi biz bunlara","bakmayız","bilmeyiz fizik doktoru. Kim bakar"
"s","S-BEABX\-0065-1367","şeyler. Ondan korkuyom. Hıı. Düşünüyoz","bakam","şu anda sadece düşünüyoz. Olsun"
"s","S-BEABXO-0093-2142","şeyler var. Bak. Gel! <B>.","Bak,","bak, bak, bak! Çekirge yapmışlar."
"s","S-BEABXO-0358-634","şeyler bunlar. İşte demek istediğim,","bakıyosun","bu admalara, bu gerizekalılara, bu"
"w","W-OA16B4A-0049-789","şeyi görmeye çalışır gibi dikkatle","baktı","Aydan'a. Nasıl daha farklı olurdu?"
"w","W-SH39C0A-0142-2073","şeye nasıl anlam yüklersek öyle","bakarız,","öyle yaşarız. İnsanın yıkıldığı zaman,"
"w","W-RH42E1B-2918-1078","şeyden başka değildir. O kişi","baksın","bakalım, o parmak denizden ne"
"s","S-BEABXO-0456-719","şeyde birincidim heç kimse <B>.","Bah","ben dizimi beyle yemek yerdıh"
"s","S-BEABXE-0082-2379","Şeyde Antalya'da Belekte. Hıı. Onlara","bakmak","için girdiydim. O üç ayda"
"s","S-BEABXw-0395-2050","şey... Sevgilisinin önünde hiç erkeklere","bakmıyor","mesela. Mesela öz arkadaşını bile"
"w","W-NA16B4A-0040-1225","şey, haydi oğlum, git işine","bak","sen."" Bayram ellerini kavuşturmuş, hiç"
"s","S-BEABXO-0381-831","şey şişe, nişan alaymışlar ona","bak.","Ordan da inmiş o gören"
"s","S-BEABXO-0093-947","şey çıkıyordu. Kayıp Nemo çıkıyor","bak","görüyor musun? Dışarı... Kayıp Nemo"
"s","S-ADABI^-0162-441","şey yaptım çocuklarda anadil edinimine","baktım.","Ondan sonra da zaten doktoraya"
"s","S-BEABXO-0007-916","şey yapmışlar."" Böyle... Ben ona","bakmadım.","Ben kurtulmak istiyorum. Sonra kadın"
"w","W-VH20C4A-4854-848","şey yapma, birinci cildi bitirdiğimde","bakarsın.","Birinci cilt kaç sayfa olsun?"
"w","W-IE39E1B-2837-706","şey yapar? İşin arka planına","baktığımızda","kendilerine hak vermemek elde değil."
"s","S-BEABXs-0130-1725","şey verdim ritim onda şaşırdım","bak","sonundabir ritim unuttum galiba. Çünkü"
"w","W-LD36C3A-0429-1305","şey var. BALAMİR- Peki, ama","bak","senin şu raporunda ilgililerin gözüne"
"s","S-BEABXO-0056-1469","şey var dedi. E git","bak","çözdür o büyüyü. Git çözdür"
"w","W-VA14B1A-1599-326","şey söyleyeceğim. (Levent oturduktan sonra)","Bakın,","dün gece... bir karar verdim..."
"w","W-VI45F1D-4788-1776","şey sormasın diye gözlerinizle yalvararak","baktığınız","garson son sorusunu da patlatır"
"w","W-TI19E1A-4015-1390","şey soramıyordum. Duruyor, hep anneme","bakıyordum.","Annemse durmadan yeri süpürüyordu. Sandım"
"s","S-ACABTZ-0336-2250","şey olmuyor. Onlar denize giriyor.","Bakın","orda yemek yiyorlar. İşte Ahmet"
"s","S-BEABXO-0339-1355","şey olmaz. Kirli deil dimi?","Bak","kirlenmemiş sorun orda. 2 gündür"
"s","S-BEABXO-0093-1603","şey oldu ama… ama… Şimdi","bak.","Şurda. Ne dersin? O, Ç."
"s","S-BEABXO-0056-77","şey Meliha... Meliha mı acaba?","Bak","Yılmazgilde çok muska var. O"
"s","S-AEABI^-0330-2329","şey hocam. Maalesef şimdiki gençler,","bakın","biz lise döneminde memleket meselelerini"
"s","S-ADABIi-0124-1181","şey hakkını gasp ederim gibi","bakılan","yerler emm o insanların emm"
"s","S-ADBBAo-0443-615","şey geçse hemen dönüp bana","bakıp","gülerlerdi. Bu arada Beyaz'ın lise"
"s","S-BEABXp-0156-988","şey dün biraz daha gastelere","baktım","ama onda da bi sınırlama"
"s","S-BEABXO-0012-152","şey de yok. Bi beline","bakıyo,","bi kalçana bakıyo. <D 1149>"
"w","W-UA14B1A-1594-818","şey anlamıyorum. ANLATICI Anlayacaksın, dur","bakalım,","SIBOPların dünyamıza ilk geldiği ve"
"w","W-EA16B2A-1007-485","şeritte gidiyordu. Çok yavaş. Kadına","baktı","yine. Ağlıyor. Sonra yine İstanbul!"
"w","W-DA16B4A-0088-674","şeriat istenmiş, ezan okunmuş. Şaşmadan","bakıyoruz","olayın görüntülerine. Ayhan Onur'u ve"
"w","W-GE39C4A-0195-1597","şereftir, çok kişi tanıyorum, çok","bakan","ve milletvekili tanıyorum. Herhangi bir"
"s","S-BEABXT-0066-923","şerefsizin evinde 10 yıl oturdum.","Bak","kalıcı konutlarda, hocanın evindeydi ya"
"w","W-JE39E1B-2838-1053","şeklinde yorumluyor. Sinemanın AB'si Türkiye'ye","bakıyor","Eurimages, sinematografik, görsel, işitsel eserlerin"
"s","S-ACABQq-0423-1674","şekilde yanaşmayacaklarını, masada bulunmaya olumlu","bakmayacaklarını","orada tespit ettik. Gerçekten, bu"
"s","S-BEABXB-0073-807","şekilde alışveriş yapasım var. <gülerek>","Bakıcaz","canım ya biraz sonra. Tamam?"
"w","W-EI37C2A-0681-234","Şekerleri karıştıracak kaşık yok. Etrafıma","bakındım.","Tuhaflığımı sezen yanımdaki Afgan tarif"
"w","W-GD39C2A-0283-1118","şehit olmuş/Şu olmuş/Şu feleğin işine","bak.""","4 Şubat 1993 İran'ın önde"
"w","W-MA16B4A-0126-652","şehir bambaşka görünüyor böyle yukarıdan","bakınca.","Haşlanmış tavuk gibi lif lif"
"w","W-VA16B1A-2632-2267","Şaşkınlıkla bakakaldı arkasından. Adam kendine","bakmıştı.","""Yoksa beni mi takip ediyor"""
"w","W-PD30D1B-2177-1675","Şayet yükseklik korkunuz varsa aşağıya","bakmanız","inanın çok zor. Derin bir"
"w","W-PG24D1B-2301-462","şarkısında da haykırıyor ""Özel bölgelerime","bak!""","Ama demek istediği aslında ruhunu"
"s","S-BEABXO-0093-2070","şarkımızı söyledim ya. Ee! söyle","bakalım","hatırlat bana. Tutup balonu da"
"s","S-BEABXp-0156-387","şarkılardaki cinsel öğelerin işte... Olur","bak","o olur; çünkü neden bak"
"w","W-QI22C1A-0532-2138","şarap içsek, o gülse, ben","baksam,","heyecanlı heyecanlı anlatsa yaşadıklarını... Sonra"
"w","W-IA16B3A-0041-282","şansına. Konaktayken bakkala geldiğinde, gözlerine","bakmaya","cesaret eden, iki çift laf"
"s","S-AEABI^-0330-1311","şansı yok. Yani idareciye gel","bakalım","idareci, senin derdin ne, sorunun"
"s","S-BEABXO-0392-87","şanstan bahsediyor. Valla şuna bak","bak","bak. Ya Murat abi sus"
"w","W-HA16B2A-1938-631","şakalaşmaya başladılar. Kardeşlerimle Kapalıçarşı'daki dükkânlara","baktık,","çeşitli şeyler beğendik, bir gün"
"s","S-BEABXf-0406-1863","şahsen. Ee! Türkiye'deki yaptıklarına bakıyorum","bak.","Dershanelerine git, <B>. Gerçekten insanlarına"
"w","W-JA16B3A-0774-2165","ışığı yanınca, birbirlerine çok mutlu","bakıp,","sırtlarını sırtlarına vererek uykularını kaldıkları"
"w","W-CA16B3A-0577-929","ışıltılı mı ne? Yo hayır,","baksana","omuzlara, daha kırkında yok, omuzlar"
"w","W-LA16B4A-0687-2248","ışıdı gözlerinde. Gözlerini açıp kıyıya","baktı.","Kıyı görünmüyordu. Silik soluk karartılar"
"w","W-PA15B1A-1665-230","ısırır yalnızlığımı şarkı hırsızlığına başlarım,","bak!","önceden söylüyorum ellerinin ellerime değen"
"s","S-ADABI\-0438-1839","ın sütünü aldıktan sonra? Deterjanlara","baktım.","Evet deterjanlardan hangisine bakmıştınız? Bingonun"
"w","W-RA16B2A-0316-741","üşüyerek uyandım. Yorgun gözlerle etrafa","baktım.","Dışarıda gün ağarıyordu. Kalkıp yatak"
"w","W-UI45F1D-4815-244","üşenmeden kahveler yapıp falımızı fallattık.","Bakalım","çıkacak mı? Çıkmayacak mı? Dönüşte"
"w","W-VA16B2A-1243-1823","üçtü, bazen boş kâğıtlara yazıp","bakıyordum,","o koyu siyah iki adet"
"s","S-BEABXO-0389-2366","Üçte üç sayıdır. R. Gitmişlere","bak.","Aah! Elimde bir tek on"
"s","S-BEABXO-0344-610","Üç yüz elliye biz evlere","baktık","iğrenç böyle duvarlar varya nem"
"w","W-GE09C4A-0248-1676","üzerine konsa nasıl tahammül eder?","Bak","ben ne haldeyim, nasıl tahammül"
"w","W-DA16B4A-3349-922","üzerinden arkadaki kilimin üzerine doğru","bakıyordu.","Bir iki dakika daha geçti."
"w","W-OD36C1A-0154-1687","Üzerinde yaşadığımız dünyaya şöyle bir","bakılırsa,","çevremizdeki şeylerin ve nesnelerin canlı"
"s","S-ADABI]-0127-2073","üzerinde yazar, eee bütün yazarlara","baktığımızda","o çağdan bu çağa geldiğimizde"
"w","W-RA16B3A-1134-831","üzere, herkes arsaya dolmuş, kendisine","bakmaktaydı.","Ellerine, ceketine, gömleğine bulaşmış kanlara"
"w","W-GG37C1A-0444-728","Ütopik bakmamak gerekir. İktisadi açıdan","bakıldığında","sınıflı toplum olduğu açık olarak"
"w","W-KA16B4A-0712-1481","üstünden. Merak etmeyin der gibi","baktı","Nurten'e. Küçük valizi Nurten'e verdi."
"w","W-OA16B3A-0033-1738","üstündeki sigara paketine uzanıyor. ""Kır","bakalım","şu zavallı Leman kalbimi. Kırılacak"
"s","S-BEABXs-0130-2436","üstüme gelicek diye tahmin ettim.","Baktım","ışık arkamda kaldı. <gülme> <gülme>"
"s","S-ADABI\-0438-275","Ürünü nasıl buldunuz şöyle bir","baktınız","galiba? Evet şöyle bir baktım"
"s","S-AEABTZ-0040-1134","üretememişlerdir. Yani sonuçta genel olartak","baktığınız","zaman yani nükleerin dezavantajları yanında"
"s","S-ADBBI^-0042-686","Ürdün'ün bu işe çok olumlu","baktığını,","sorunlarını aşmış bir Irak'ın herkesin"
"s","S-BEABXO-0128-569","üniversite bitince hadi bir gidelim","bakalım","dedik öylelikle. <gülme> Ama memnunsunuz"
"s","S-AEABUZ-0038-1737","üniversite arasına girmesi gerekmez mi?","Bakıyorsun.","Yok. Demek ki yayınlar yani"
"s","S-ACABPA-0434-2403","üniformalı kesimin durumdan vazife çıkarmasına","bakmamamız","lazım. Burada konuşulmayan hususlardan bir"
"s","S-BEABXu-0435-1746","Ülkü elini değdirdi bi daha","bak.","Ülkü elini değdirince... Ay! Hiç"
"s","S-BEABXu-0435-1030","Ülkü biz bizim kendi falımıza","bakalım.","Hangi bizim fal? Bilmiyom biz"
"s","S-ADABAo-0332-1172","ülkesi olmadı buna rağmen eskiden","baktığımızda","deve kuşu, kabileler vesaire şimdi"
"w","W-RI45F1D-4905-254","ülkede, gelecek var olabilir mi?","Baksanıza,","mesele yabancı gözlemcilerin gelmesi değil"
"w","W-QI22E1C-2910-758","öğretmenimiz. Bana seslendi. ""Zeynep, gel","bakalım,","kağıdını arkadaşlarına oku."" dedi. Ben"
"s","S-BEABXD-0446-1458","öğretiyo bilmiyorum. Aa! Bak söze","bak.","<gülerek> Eski sevgiliye dönmek ev"
"w","W-HD02A1B-3814-1273","öğretim yılı itibariyle sayısal verilere","baktığımızda,","ilkokulda okuyan toplam 6.908 986"
"w","W-QA16B1A-1198-2014","öğrenmiş oluruz. İşte şimdi dur","bakalım","Cemal! Bilge Dede'nin yaşadığı yeri"
"w","W-MA16B3A-0039-1135","öğreniyordu işte. Pencereye yürüyüp gökyüzüne","baktı.","Geldiği günden beri puslu ve"
"w","W-CI22C3A-1079-1284","öğrenirler imiş... Leman gölünün güneye","bakan","kuzey yamaçları, iklim açısından o"
"s","S-BEABXO-0343-2372","öğrendim dedi. Nasıl yaptı dedi.","Bak","dedi tarif ediyorum. Unu şeyi"
"s","S-AEAA@O-0151-442","öğrencilerle o çiftliğe gitmiş. Bir","bakmış","ki o çiftliğin sahibi o"
"w","W-UI09C2A-1362-1458","öğren şu Japonca'yı üzerine düş.","Bak","göreceksin gelecekte senin faydana olacak"""
"w","W-KD36E1B-2853-1443","özgürlüğün kullanımı sadece yasal düzenlemelere","bakılarak","anlaşılamaz, aynı zamanda o toplum"
"s","S-ADABI\-0438-1505","özellikle hangileri dikkatiniz çekti? Aşağılara","bakmadım","üst kısımda bingonun çeşitleri dikkatimi"
"s","S-ADABLp-0061-2103","Özellikle arkadaşlar İstanbul, İzmit, Bursa.","Bak","Ege ve her yer değil"
"s","S-BEABXO-0322-2386","Özel sektörde yaşa daha çok","bakıyolar,","devlete... Hıı aynı eğitimi almışız,"
"s","S-BAABXj-0001-2044","özel mesajlarına var ne bakıyorsun?","Bakma","bakma. Günaydın cano demiş arkadaş."
"s","S-BEABXL-0338-2080","özel koşullar var. Onlara da","bakacak","37 ne diyor vayahutta 36"
"s","S-ACABQq-0425-2338","Özdoğan... Değerli arkadaşlar... Sayın Özdoğan,","bakın,","kürsüdeki bir milletvekilinin bir Meclis"
"s","S-ADABI\-0438-1630","öyledir? Genelde öyledir. Başka tekliflere","bakalım","Carefoure nin ürünü var. Denemedim"
"s","S-BEABXO-0263-2251","öyle öpüyor ya Hmm hiç","bakmıyor.","Hiç bakmıyor sonra şöyle bir"
"s","S-BEABXO-0431-343","öyle yazıyo dedi. Akademik takvime","baktım","da konuştum diyo. Öğrenci işlerine"
"w","W-GA14B1A-1618-54","Öyle mi yazıyor hakikaten? Dikkatli","bak","Valide, daktilo hatası filan olmasın?"
"s","S-BEABXB-0077-6","öyle geliyor daha bakmadan. Yani.","Bak","ben açıklamadan sen anlıyosun. <D"
"w","W-NA16B3A-0615-725","öyle eskisi gibi değil,"" dedi,","""bakıyorlar","mallar kadında; 'hop gel buraya,"
"s","S-BEABXs-0130-2368","öyle diyoruz kısmet .<gülme> Şeye","bakıyorlar","mı? Öss'den çektiğin puanın önemi"
"s","S-BEABXO-0006-1404","öyle değil benim annem kapalıydı.","Bak","biz çok açığız dimi. Ama"
"s","S-BEABXO-0091-1529","öyle dedi ya arkadaş dedim","bak","dedim ben interneti dedim köyde"
"w","W-UD02A1A-2058-581","öyle de olmalıdır. Bu açıdan","bakıldığında","yine, gelişmiş ülkelerde bu anlamdaki"
"w","W-HD36C4A-0064-1075","Öyle de bir müzik ki,","""Bakın","bizde de var"" dedirtebilecek kadar"
"s","S-BEABXB-0073-1338","öyle bişey? Vardır kesin bi","bakalım","mı? Bakalım ya. Tamam. Gitti"
"w","W-FI22C1A-0855-1172","öyle bir yoldan çıkıp gelecek...","Bakalım","kız mı, oğlan mı olacak?.."""
"s","S-AEABTZ-0040-1423","öyle bir söylem içinde olsaydık","bakın","biz çevre mühendisleri olarak üyelerimizin"
"s","S-ADBBI^-0042-1695","Öyle bir memleket ki sağına","bakıyorsun","fotoğraf, soluna bakıyorsun fotoğraf... ""Aman"
"w","W-HA16B3A-0781-1942","öyle acıkmış ki, ama bir","baktım","pilav bile çok pahalı. Simit"
"s","S-BEABXg-0090-2205","öyle 10 sene boyunca 1250.","Bak","o önden vermiş 20 milyar"
"s","S-ACABQq-0425-91","ÖTV'yi öder. Bu vergi dilimine","baktığımız","zaman Türkiye'de yüzde 70'lere yaklaşıyor."
"s","S-ADABAo-0312-879","ÖSS sonuçları kendi okulumuz olarak","baktığımız","zaman. Hem öyle hemde genel"
"s","S-ACAAPZ-0328-2090","Örgütü tarafından bildirilmiştir. Bu orana","baktığımızda","gerçekten oldukça yüksek olduğunu görüyoruz"
"w","W-IA16B3A-0871-2219","örek sürüsü dolaşıyordu sanki. Dışarıya","bakındım,","insanlar hızla geçip gidiyorlar; gergin,"
"s","S-BEABXO-0091-2184","ördeğin uçuşuna bak. Bak lan","bak","bak bak. <D 54> Hareketlere"
"s","S-BEABXW-0069-310","öpecek bitmezse dövecek galiba. <Gülme>","Bak","ya. Tavlada da yenemiyon. İlk"
"w","W-JA16B4A-1093-1569","önüne. Büyücü aldı önce paraları,","bakındı","yüzüne anlamsız anlamsız. Yetti mi"
"w","W-IA16B2A-0762-2496","Önüne çıkan sekreterin yüzüne bile","bakmadı.","Def et gitsin bu adamı!"
"w","W-KA16B4A-0886-1491","önünden geçtiğim o bakımsız türbeye","baktım","ve bakar bakmaz da gövdemde"
"w","W-CG37C4A-3365-52","önündeki yasal engellere kalkmış gözüyle","bakabiliriz","artık. İlk istasyonu peşpeşe başkaları"
"w","W-IA16B2A-0563-1513","önünde hem bebeklere hem kendime","bakıyordum,","şu komik liseli kız halimle"
"w","W-PF10A2A-1867-379","Önlemleri Hakkında 95/6816 95/6816 sayılı","Bakanlar","Kurulu Kararı ile Uygulama Yönetmeliği,"
"w","W-PF10A2A-1867-2020","Önlemleri Hakkında 95/6815 95/6815 sayılı","Bakanlar","Kurulu Kararı ve ilgili Yönetmelik,"
"s","S-ADABCo-0247-7","önlemleri alındı. AIG'yi protesto ediyorum.","Bakın","benim köpeğim Milo'nun pisliğini temizliyorum"
"s","S-ADABPZ-0135-644","öngörülebilirlik ve verimlilik temel ilkeleriyle","bakıldığı","zaman akıl bir araçlaştırma mekanizmasıdır."
"s","S-ACABTZ-0336-1940","önemlisi atıklarda geri dönüşüm mümkün.","Bakın","geri dönüşüm çok önemli bir"
"s","S-ACABQq-0423-2501","önemli. Deniliyor ki ""Başbakan ve","Bakan","içeriğini bilmediği bir metne imza"
"w","W-SC29D1B-2444-1194","önemli mesafe kat eden ülkelere","bakıldığında,","şirket yatırımları içinde teknolojiye ayrılan"
"w","W-VE39C4A-1180-482","önemli hedef, PKK'ya sempati ile","bakmayan,","bir başka deyişle örgütün otoritesini"
"w","W-SE05A1B-4201-2405","önemli bir kısmını oluşturtup- oluşturmadığına","bakılmaksızın","bir aktarma ve yeniden kullanma"
"w","W-LI09C3A-1047-330","önderimizin ülkeyi ne duruma getirdiğine","bakın.""","Doğru söze ne denirdi. Sonra"
"w","W-HA16B2A-1440-950","önden yürüyerek, şaşkınlıkla suyun dökülüşüne","bakan","O'nun yanına ulaştığımda, yumuşaklıkla kolumu"
"w","W-HD03C2A-0668-2221","öncesi anı oluveriyor, şaşkın şaşkın","baka","kalıyor kişi geçen günlerin ardından."
"w","W-KA16B4A-0886-1407","öncelikle, çam dallarının kıpırtılarına baka","baka","hayat bulan uzak dağ köylerindeki"
"s","S-ADAB^Z-0370-2183","öncelikle üniversite eğitimi emm özelinde","baktığımız","zaman sadece müfredat yeterli olsaydı"
"w","W-HA16B2A-0031-1988","önce; dikenli bir düzlükte, arkasına","baka","baka kaçmış. Adımları ayna yüklü"
"s","S-BEABXJ-0076-1586","önce yukarıya bakalım. Önce yukarıya","bakalım","sonra aşağıya. Aynen öyle yapalım."
"w","W-RA16B0A-0151-1766","önce tırnağının kenarından. Açmayayım, bıktım","bakılmaktan","Dudaklarımla yıkarken avluyu, kaygan karolarda"
"w","W-LE39C3A-0067-1936","Önce Nâzım sandım be! Ama","baktım","değil. Çünkü o şair şehirli"
"s","S-BEABXu-0435-1329","Önce kozları toplayım. Ooo! ortaama","bak","çok artiz. Böle kızları ben"
"w","W-PG22C1A-0518-1826","önce iki yüzüne de hızla","baktım.","Birkaç gün önce de böyle"
"w","W-UE36E1B-3357-944","önce doku ve kan uyumuna","bakılıyor.","Ardından Ayşe Çalhan'ın sağlık durumunun"
"w","W-MA16B3A-0331-718","önce askere giderken de böyle","bakmıştı,","hatırladım. ""Beni bırakma"" diyordu. ""Demek"""
"w","W-SI45F1D-4710-784","ömür boyu arkadaş kalamam kusura","bakma.","Hemen üzülme biliyorum, özünde iyi"
"s","S-BEABXE-0082-976","ölürsen ya? Sen de ona","bakar","bakar dersin ki vay bee"
"s","S-BEABXp-0156-206","ölümle emm ilgili örtmece sözlere","bakmak","istiyorum. Taboo, taboo words... Euphemism..."
"w","W-IE39E1B-2837-2211","ölüm yok!"" türünden ifade kullanılır.","Bakıyoruz","da bizde en fazla ölümler"
"w","W-KE39E1B-3300-383","ölen kişinin hanımı Gülten Kızılkaya'ya","bakmadı","bile. Zira, çoluk-çocuğu, başörtüsüyle ve"
"w","W-IA16B3A-0041-1838","öldüğüne inandırmıştı kendini) ""Ölenle ölünmez.","Bak","ben de, annen de bir"
"w","W-KH13C4A-1481-895","öldüğün takdirde topraklarına kafi derecede","bakamazsın.","Doya doya bakarak öl."" derler."
"w","W-HA16B2A-1440-1391","öldürmüş olacak. Ne olur biraz","baksa","bana, anlasa hepsini. Artık büsbütün"
"w","W-KA16B4A-0121-688","öldürmen mi gerekiyor? Dur bakalım,","baksana","adam yorgunluktan ölüyor, bitmiş tükenmiş,"
"s","S-ADABPZ-0135-969","öldürmede haklı çıkarıyorlar. Eğer böyle","bakarsanız","o toplumun emm rasyonalitesi budur."
"w","W-VI19E1A-4052-1580","öksürük duyulunca hep birden dönüp","baktılar.","Ses, uzun bir değneğin ucuna"
"w","W-IA16B3A-0474-1435","öfkelisin. Hadi arkadaşlar, biz işimize","bakalım.","Tekrar geçmiş olsun ağbi."" Nejat"
"w","W-MG37C4A-1285-1883","öbür yakasında kendini hissettirdi. Bir","baktım","o taraftaki koyunlar ürktü, 'kelek'ler"
"s","S-BEABXO-0122-2315","Öbür haftaya geldik. Sonra resimlere","bakmışlar,","öbür gelinin resimlerine bakmışlar, böyle"
"w","W-RA16B2A-0035-413","çınarlara doğru uzun uzun baktım.","Bakarken,","hiç istemediğim halde çatılardan yükselen"
"s","S-BEABXO-0092-2390","çıkıyorsun dedim. Annen seni dedim","bak","ne güzel babannengile götürüyor. Havuza"
"w","W-EA16B3A-0490-1011","çıkıyor. İsterseniz, hastaları bir dolaşıp","bakın.","Kusura bakmayın, yardımcı olamadım."" ""Ziyanı"
"w","W-UA16B1A-3337-1294","çıkıp kilidi çevirebilirlerdi. Herkes eldivenlere","bakıyordu.","Ama hangisi gidecekti? Tekerleme söylediler."
"w","W-RA16B2A-0629-1979","çıkınca yüzünü pencereye çevirip şehrine","baktı.","Uzun süredir göremediği Eleanora'yı bu"
"w","W-RG42E1B-2925-367","Çıktık birlikte yola. Ne sağa","bakabildik,","ne sola. İzimiz çıktı boylu"
