Inf1→Noun__A3sg,12.788532011183133,227,1746
PastPart→Noun__A3sg,14.8522493230975,473,1746
PastPart→Noun__P1pl,7.201457805624755,473,124
A3sg__P1pl,5.4780411999193666,1746,124
Prog1__A1pl,8.846471801755495,488,209
Prog1__A3sg,10.246514543880613,488,1746
Pass→Verb__PastPart→Noun,2.647641353467737,775,473
Pass→Verb__A3sg,14.040331080425645,775,1746
Pass→Verb__P3sg,6.5395315639148714,775,378
PastPart→Noun__P3sg,11.160353822632025,473,378
A3sg__P3sg,10.71731345552547,1746,378
Neg__Past,4.291960312128244,164,421
Neg__A1sg,2.773782647376318,164,163
Past__A1sg,8.717578526988301,421,163
Narr__A3sg,10.86652485891234,232,1746
Pass→Verb__Neg,6.000741144081409,775,164
Pass→Verb__Aor,6.558893927992519,775,169
Neg__Aor,3.2236618203029344,164,169
Neg__A3sg,7.401376893326843,164,1746
Aor__A3sg,5.6472678329235135,169,1746
Prog2__A3sg,5.203493330062904,55,1746
Prog2__Cop,6.324988228207024,55,96
A3sg__Cop,7.79240715541478,1746,96
PastPart→Noun__A3pl,8.419745568321453,473,306
PastPart→Noun__P2sg,5.8214498093070555,473,82
PastPart→Noun__Acc,12.571219423644576,473,266
A3pl__P2sg,3.9714872969285997,306,82
A3pl__Acc,5.959142428573848,306,266
P2sg__Acc,5.232646481327507,82,266
Fut__A3sg,5.284241627378251,108,1746
Pass→Verb__PresPart→Adj,12.797334291264132,775,622
Pass→Verb__Narr,5.736688393435477,775,232
PresPart→Noun__A3pl,9.12959956543717,96,306
Imp__A3pl,1.8056573490570083,28,306
PastPart→Noun__P1sg,6.982019530449026,473,94
A3sg__P1sg,4.3752875522758305,1746,94
A3sg__Acc,11.193835948922782,1746,266
P1sg__Acc,3.4443978681068015,94,266
Past__A1pl,7.615343269107267,421,209
Past__A2sg,2.3700895853190804,421,53
Desr__A3sg,2.9656052305543352,31,1746
PastPart→Adj__P2pl,2.8050636507051863,194,27
PastPart→Adj__P3pl,3.306941534284365,194,75
Caus→Verb__Able→Verb,2.752822384870059,127,91
Caus→Verb__FutPart→Noun,2.1703433809070702,127,48
Caus→Verb__A3sg,5.727310569480319,127,1746
Caus→Verb__P1pl,0.16192435222156043,127,124
Caus→Verb__Zero→Verb,0.6858235404196774,127,22
Caus→Verb__Past,1.7294847674735194,127,421
Able→Verb__FutPart→Noun,3.1704756066997906,91,48
Able→Verb__A3sg,5.706295024818276,91,1746
Able→Verb__P1pl,1.932072230997093,91,124
Able→Verb__Zero→Verb,1.2551523215916822,91,22
Able→Verb__Past,1.0176997731697466,91,421
FutPart→Noun__A3sg,4.438143004389175,48,1746
FutPart→Noun__P1pl,2.176956920919992,48,124
FutPart→Noun__Zero→Verb,0.881291122126696,48,22
FutPart→Noun__Past,-1.2726761533927629,48,421
A3sg__Zero→Verb,3.2277136642548294,1746,22
A3sg__Past,-46.00294280551503,1746,421
A3sg__A3sg,-79.10298868068308,1746,1746
P1pl__Zero→Verb,0.6932463599781717,124,22
P1pl__Past,-4.871169101780431,124,421
P1pl__A3sg,-23.349491123911125,124,1746
Zero→Verb__Past,1.4795275964963002,22,421
Zero→Verb__A3sg,3.5101405490367936,22,1746
Past__A3sg,8.391677335711899,421,1746
Inf1→Noun__Zero→Verb,3.452308115379856,227,22
Inf1→Noun__Pres,2.6942537267488755,227,15
Inf1→Noun__Cop,1.9628420648255087,227,96
A3sg__Pres,2.6156195234209845,1746,15
Zero→Verb__Pres,3.866663798893758,22,15
Zero→Verb__Cop,3.8148757876977517,22,96
Pres__A3sg,2.79070052407417,15,1746
Pres__Cop,3.8344052734012966,15,96
A3pl__P3sg,4.381714232305872,306,378
PastPart→Noun__Ins,1.517326273169947,473,7
A3pl__P1pl,1.8138887309325664,306,124
A3pl__Ins,1.8799775503871865,306,7
P1pl__Ins,1.3453400501865984,124,7
Pass→Verb__PresPart→Noun,4.915986802069497,775,96
Pass→Verb__A3pl,1.9787177151904467,775,306
PresPart→Noun__P3sg,1.1037235328790351,96,378
Neg__PastPart→Noun,2.1886384357830666,164,473
Neg__Acc,1.838552846366254,164,266
Pass→Verb__Inf1→Noun,-12.577052546497924,775,227
Pass→Verb__Abl,1.8955165704797905,775,46
Inf1→Noun__Abl,3.572791537830897,227,46
A3sg__Abl,4.2901198574788655,1746,46
Neg__P3sg,3.3464707243063256,164,378
PastPart→Noun__Abl,3.2439289482158524,473,46
A3pl__Abl,3.0091612044543674,306,46
P2sg__Abl,1.7883015075722786,82,46
