Inf1→Noun__A3sg,240
PastPart→Noun__A3sg,374
PastPart→Noun__P1pl,64
A3sg__P1pl,70
Prog1__A1pl,99
Prog1__A3sg,258
Pass→Verb__PastPart→Noun,62
Pass→Verb__A3sg,439
Pass→Verb__P3sg,97
PastPart→Noun__P3sg,160
A3sg__P3sg,237
Neg__Past,32
Neg__A1sg,13
Past__A1sg,90
Narr__A3sg,196
Pass→Verb__Neg,61
Pass→Verb__Aor,69
Neg__Aor,16
Neg__A3sg,109
Aor__A3sg,85
Prog2__A3sg,46
Prog2__Cop,41
A3sg__Cop,94
PastPart→Noun__A3pl,100
PastPart→Noun__P2sg,42
PastPart→Noun__Acc,182
A3pl__P2sg,21
A3pl__Acc,52
P2sg__Acc,32
Fut__A3sg,63
Pass→Verb__PresPart→Adj,256
Pass→Verb__Narr,67
PresPart→Noun__A3pl,89
Imp__A3pl,5
PastPart→Noun__P1sg,58
A3sg__P1sg,49
A3sg__Acc,214
P1sg__Acc,17
Past__A1pl,76
Past__A2sg,10
Desr__A3sg,19
PastPart→Adj__P2pl,9
PastPart→Adj__P3pl,14
Caus→Verb__Able→Verb,10
Caus→Verb__FutPart→Noun,6
Caus→Verb__A3sg,74
Caus→Verb__P1pl,2
Caus→Verb__Zero→Verb,1
Caus→Verb__Past,12
Able→Verb__FutPart→Noun,11
Able→Verb__A3sg,63
Able→Verb__P1pl,6
Able→Verb__Zero→Verb,2
Able→Verb__Past,7
FutPart→Noun__A3sg,36
FutPart→Noun__P1pl,6
FutPart→Noun__Zero→Verb,1
FutPart→Noun__Past,1
A3sg__Zero→Verb,18
A3sg__Past,3
A3sg__A3sg,17
P1pl__Zero→Verb,1
P1pl__Past,1
P1pl__A3sg,1
Zero→Verb__Past,4
Zero→Verb__A3sg,20
Past__A3sg,200
Inf1→Noun__Zero→Verb,13
Inf1→Noun__Pres,8
Inf1→Noun__Cop,8
A3sg__Pres,12
Zero→Verb__Pres,15
Zero→Verb__Cop,15
Pres__A3sg,13
Pres__Cop,15
A3pl__P3sg,41
PastPart→Noun__Ins,3
A3pl__P1pl,10
A3pl__Ins,4
P1pl__Ins,2
Pass→Verb__PresPart→Noun,39
Pass→Verb__A3pl,39
PresPart→Noun__P3sg,7
Neg__PastPart→Noun,18
Neg__Acc,11
Pass→Verb__Inf1→Noun,2
Pass→Verb__Abl,10
Inf1→Noun__Abl,15
A3sg__Abl,34
Neg__P3sg,23
PastPart→Noun__Abl,15
A3pl__Abl,12
P2sg__Abl,4
PastPart→Adj__P3sg,95
Inf2→Noun__A3sg,289
Inf2→Noun__Dat,98
A3sg__Dat,114
Inf2→Noun__P3pl,13
Inf2→Noun__Gen,38
A3sg__P3pl,29
A3sg__Gen,51
P3pl__Gen,4
Pass→Verb__Fut,34
Inf2→Noun__Acc,57
Inf2→Noun__P3sg,99
P3sg__Acc,47
Inf2→Noun__P2sg,21
A3sg__P2sg,59
P2sg__Gen,22
Able→Verb__Aor,30
Able→Verb__A2pl,8
Aor__A2pl,6
Unable__PresPart→Adj,3
Pass→Verb__Past,82
Narr__Past,28
Pass→Verb__Prog1,60
Pass→Verb__Unable,5
Unable__Fut,2
Unable__A3sg,19
Pass→Verb__PastPart→Adj,19
Pass→Verb__Inf2→Noun,40
Pass→Verb__Acc,44
Caus→Verb__Neg,17
Caus→Verb__Opt,7
Neg__Opt,15
Opt__A3sg,15
Pass→Verb__P3pl,4
PresPart→Noun__P3pl,6
A3pl__P3pl,31
Narr__Cond,3
Narr__A1pl,11
Cond__A1pl,4
P1pl__Acc,13
PastPart→Adj__P1pl,44
PastPart→Adj__P1sg,30
Caus→Verb__Pass→Verb,12
Caus→Verb__Inf2→Noun,11
Caus→Verb__P3sg,12
Neces__Past,2
Neces__A3sg,12
Caus→Verb__Narr,6
Caus→Verb__A1sg,7
Caus→Verb__Cop,7
Neg__Narr,21
Neg__Cop,10
Narr__A1sg,7
Narr__Cop,27
A1sg__Cop,2
Unable__PastPart→Noun,4
Unable__A3pl,6
Unable__P1sg,1
Unable__Acc,7
A3pl__P1sg,15
Inf2→Noun__A3pl,9
Unable__Aor,15
Pass→Verb__P2sg,23
Pass→Verb__Gen,8
PastPart→Noun__Gen,16
Prog1__Past,76
Prog1__A1sg,49
PastPart→Noun__P3pl,37
PastPart→Noun__Zero→Verb,1
PastPart→Noun__Pres,1
PastPart→Noun__Cop,1
A3pl__Zero→Verb,3
A3pl__Pres,2
A3pl__A3sg,3
A3pl__Cop,8
P3pl__Zero→Verb,1
P3pl__Pres,1
P3pl__A3sg,1
P3pl__Cop,1
Pass→Verb__Cop,40
Pass→Verb__Dat,14
P3sg__Dat,18
Caus→Verb__Prog1,7
Caus→Verb__A3pl,7
Prog1__A3pl,40
Fut__A1sg,14
PastPart→Noun__Dat,21
P2sg__Dat,9
PresPart→Noun__Dat,9
A3pl__Dat,18
Prog1__A2pl,19
Inf2→Noun__P2pl,5
A3sg__P2pl,14
Aor__While→Adv,35
Pass→Verb__Able→Verb,24
Pass→Verb__Prog2,27
P3sg__Gen,7
Neg__NarrPart→Adj,1
Neg__Zero→Noun,1
Neg__Gen,4
Neg__Zero→Verb,2
Neg__Pres,2
NarrPart→Adj__Zero→Noun,2
NarrPart→Adj__A3sg,2
NarrPart→Adj__Gen,1
NarrPart→Adj__Zero→Verb,2
NarrPart→Adj__Pres,2
NarrPart→Adj__Cop,2
Zero→Noun__A3sg,2
Zero→Noun__Gen,1
Zero→Noun__Zero→Verb,1
Zero→Noun__Pres,1
Zero→Noun__Cop,1
Gen__Zero→Verb,1
Gen__Pres,1
Gen__A3sg,1
Gen__Cop,1
PresPart→Noun__Gen,11
A3pl__Gen,18
Neg__Fut,8
Fut__Past,9
Caus→Verb__Inf1→Noun,22
Able→Verb__Inf1→Noun,9
Unable__PastPart→Adj,3
Unable__P3sg,5
FutPart→Noun__P3sg,12
Unable__A1sg,9
Aor__A1sg,13
Pass→Verb__FutPart→Noun,14
Able→Verb__P2sg,1
Able→Verb__Abl,1
FutPart→Noun__P2sg,9
FutPart→Noun__Abl,3
Caus→Verb__PresPart→Adj,16
Able→Verb__Acc,9
FutPart→Noun__Acc,26
P3pl__Acc,12
Desr__A3pl,5
Caus→Verb__PastPart→Noun,5
Fut__A1pl,14
Desr__Past,18
PastPart→Noun__Loc,1
A3sg__Loc,20
P1sg__Loc,1
Past__A2pl,19
Inf1→Noun__Cond,3
A3sg__Cond,3
Zero→Verb__Cond,3
Cond__A3sg,14
Caus→Verb__Gen,4
PastPart→Adj__P2sg,2
Caus→Verb__AorPart→Adj,1
Pass→Verb__AorPart→Adj,1
Able→Verb__AorPart→Adj,1
Neg__Prog1,16
Past__A3pl,11
Neg__A1pl,13
Unable__Prog1,6
Pass→Verb__Cond,2
Aor__Cond,3
Neg__Inf1→Noun,5
Neg__P2sg,2
Inf2→Noun__Loc,6
Pass→Verb__A1pl,1
Able→Verb__A3pl,8
FutPart→Noun__A3pl,13
Neg__Abl,3
Opt__A1pl,7
Neg__FutPart→Noun,5
Aor__A3pl,12
Aor__Narr,4
A3pl__Narr,6
Able→Verb__FutPart→Adj,2
Able→Verb__P2pl,1
FutPart→Adj__P2pl,1
Prog1__Cond,17
Cond__A2pl,7
Neg__A3pl,7
Neg__Cond,2
A3pl__Cond,3
Prog1__A2sg,23
Narr__A3pl,7
P1pl__Dat,3
Able→Verb__Prog1,10
Able→Verb__A1pl,3
Pass→Verb__NarrPart→Adj,1
Pass→Verb__Zero→Noun,1
NarrPart→Adj__A3pl,1
NarrPart→Adj__Abl,1
Zero→Noun__A3pl,1
Zero→Noun__Abl,1
Caus→Verb__Aor,9
Inf2→Noun__P1pl,10
Caus→Verb__P2sg,3
Unable__Past,9
Unable__A2pl,2
Pass→Verb__Imp,8
Pass→Verb__A2sg,4
Neg__Imp,11
Neg__A2sg,9
Imp__A2sg,9
Fut__Cop,9
Desr__A1pl,3
Inf1→Noun__Loc,13
A3pl__Past,16
Abl__Zero→Verb,2
Abl__Cond,2
Abl__A3sg,2
Fut__A2sg,4
Pass→Verb__AsLongAs→Adv,1
Opt__A1sg,3
Pass→Verb__While→Adv,12
Imp__A3sg,6
Caus→Verb__Imp,5
Caus→Verb__A2sg,7
PastPart→Noun__P2pl,8
A3pl__P2pl,3
P2pl__Gen,1
Imp__A2pl,8
NarrPart→Adj__A1sg,1
Zero→Verb__A1sg,1
Pres__A1sg,1
Caus→Verb__Fut,12
Pass→Verb__Zero→Verb,4
PresPart→Noun__Zero→Verb,3
PresPart→Noun__Past,1
PresPart→Noun__A3sg,10
Cond__A2sg,2
Aor__Past,12
Pass→Verb__Opt,9
Pass→Verb__ByDoingSo→Adv,1
P3sg__Abl,5
Neces__A1pl,3
PresPart→Noun__Loc,2
A3pl__Loc,2
P3pl__Loc,1
Fut__A2pl,5
Able→Verb__A1sg,2
Able→Verb__Fut,6
Aor__A1pl,15
Neg__Inf2→Noun,10
Caus→Verb__Prog2,2
Pass→Verb__FeelLike→Adj,1
Able→Verb__P3sg,6
Prog2__A3pl,6
Cop__A3pl,6
Neg__PastPart→Adj,5
Neg__P1pl,3
Pass→Verb__AfterDoingSo→Adv,2
Caus→Verb__Neces,2
Neces__Cop,2
Desr__A2pl,3
FutPart→Noun__Dat,4
FutPart→Adj__P3pl,1
A3sg__Ins,3
P3pl__Ins,1
Prog1__Narr,12
Unable__FutPart→Noun,4
Unable__P2sg,4
P3sg__Loc,4
Inf2→Noun__Zero→Verb,2
Inf2→Noun__Pres,2
Inf2→Noun__Cop,2
P3sg__Zero→Verb,2
P3sg__Pres,2
P3sg__A3sg,2
P3sg__Cop,2
PresPart→Noun__P2sg,8
Pass→Verb__Ins,2
