verb_lemma,formula_freq,formula_freq_norm,num_formula,formula_prop
simgele,804,0.9115646258503401,95,0.7916666666666666
zehirle,2116,0.7263989014761414,175,0.8177570093457944
öt,5446,0.8637589214908803,242,0.7034883720930233
zedele,2171,0.7548678720445062,164,0.7735849056603774
kirlet,1605,0.797317436661699,177,0.7662337662337663
sömür,1988,0.802907915993538,177,0.7375
naklet,1795,0.7872807017543859,172,0.7678571428571429
fotoğrafla,352,0.8585365853658536,107,0.8916666666666667
sarar,817,0.9077777777777778,79,0.8144329896907216
çıldır,1611,0.7748917748917749,149,0.7925531914893617
onar,1917,0.8262931034482759,183,0.8026315789473685
ateşle,705,0.7704918032786885,125,0.7961783439490446
soyutla,1739,0.7951531778692272,177,0.7831858407079646
kışkırt,1467,0.8349459305634604,140,0.7734806629834254
ilaçla,230,0.8363636363636363,53,0.8548387096774194
yadsı,2754,0.7834992887624467,167,0.73568281938326
bunal,1502,0.8514739229024944,162,0.8223350253807107
tık,5608,0.8148793955245568,223,0.6925465838509317
ezberle,1605,0.8487572712850344,209,0.7946768060836502
iliş,1947,0.7638289525304041,191,0.7860082304526749
sızla,1890,0.7868442964196503,163,0.7725118483412322
yala,3944,0.7888,237,0.7745098039215687
ayıkla,1370,0.8328267477203647,148,0.8457142857142858
bombala,1332,0.808252427184466,148,0.8505747126436781
zıpla,922,0.8665413533834586,149,0.8370786516853933
uğurla,1120,0.8253500368459837,125,0.7961783439490446
hükmet,1157,0.8165137614678899,175,0.7918552036199095
eşle,803,0.766953199617956,132,0.7857142857142857
kaşı,919,0.8147163120567376,148,0.7914438502673797
ödüllen,1432,0.7217741935483871,164,0.803921568627451
susa,471,0.8738404452690167,69,0.92
arzula,1553,0.8666294642857143,155,0.7560975609756098
ürper,1459,0.8433526011560694,118,0.8489208633093526
yadırga,1947,0.753482972136223,166,0.7443946188340808
öfkelen,538,0.9057239057239057,104,0.8455284552845529
üfle,1044,0.8501628664495114,157,0.8351063829787234
konakla,1061,0.8849040867389492,108,0.8307692307692308
fışkır,1066,0.8927973199329984,134,0.8427672955974843
dengele,1505,0.8121964382083109,157,0.785
mırılda,2451,0.676697956929873,147,0.7777777777777778
fethet,1300,0.8201892744479495,162,0.8059701492537313
esirge,1535,0.8164893617021277,165,0.8168316831683168
yatış,2271,0.7713994565217391,160,0.7920792079207921
katlet,1827,0.76125,174,0.8169014084507042
umursa,1813,0.7160347551342812,144,0.7659574468085106
devral,1136,0.8806201550387597,135,0.8132530120481928
alıkoy,1068,0.8592115848753017,137,0.7784090909090909
yalanla,636,0.8724279835390947,110,0.8333333333333334
ispatla,1262,0.8074216250799744,165,0.7932692307692307
kurgula,1385,0.780281690140845,151,0.8074866310160428
hapset,1417,0.7529224229543039,182,0.7711864406779662
duyumsa,1641,0.8578149503397805,201,0.8104838709677419
irkil,940,0.8445642407906558,99,0.8114754098360656
aşın,1988,0.8279883381924198,178,0.7946428571428571
yıpran,961,0.8712601994560291,98,0.8376068376068376
kımılda,1738,0.7703900709219859,178,0.7295081967213115
sik,163,0.9314285714285714,58,0.9206349206349206
biçimle,1880,0.6921944035346097,115,0.7371794871794872
coş,1172,0.8265162200282088,139,0.8034682080924855
tıkla,1038,0.8932874354561101,132,0.8148148148148148
bilinçlen,1061,0.7923823749066468,125,0.7763975155279503
saçmala,850,0.8735868448098664,94,0.7642276422764228
ısmarla,1022,0.9004405286343612,150,0.847457627118644
karala,792,0.7849355797819624,135,0.823170731707317
katla,4317,0.8314714946070878,234,0.7358490566037735
yaşar,463,0.8670411985018727,65,0.8333333333333334
haşla,1343,0.7334789732386674,104,0.7878787878787878
diril,1468,0.7969598262757872,173,0.7899543378995434
yeşer,1302,0.8639681486396815,165,0.8208955223880597
kıvran,824,0.9145394006659268,108,0.8372093023255814
kodla,774,0.8835616438356164,119,0.8623188405797102
sahiplen,1232,0.8831541218637993,188,0.7966101694915254
gölgele,690,0.7744107744107744,109,0.7315436241610739
görüntüle,1380,0.8523780111179741,154,0.8148148148148148
azarla,4116,0.8868778280542986,206,0.8046875
yağla,654,0.7147540983606557,94,0.752
yüzleş,1038,0.8578512396694215,194,0.8185654008438819
solu,1070,0.9353146853146853,160,0.837696335078534
delir,1288,0.8434839554682384,154,0.7623762376237624
esinle,1204,0.7634749524413443,122,0.7870967741935484
genelle,1014,0.7130801687763713,118,0.7866666666666666
süpür,918,0.8903976721629486,152,0.8837209302325582
duygulan,492,0.8296795952782462,74,0.7551020408163265
eksil,1347,0.7750287686996548,146,0.7978142076502732
doğra,1349,0.6809692074709742,111,0.7551020408163265
yankılan,714,0.949468085106383,71,0.8765432098765432
büyüle,1120,0.7344262295081967,122,0.7870967741935484
durakla,517,0.693029490616622,83,0.8469387755102041
hareketlen,427,0.830739299610895,92,0.8440366972477065
beze,1172,0.7073023536511768,88,0.822429906542056
bıçakla,353,0.8404761904761905,80,0.851063829787234
incit,1189,0.8314685314685315,168,0.8
püskür,1802,0.7388273882738827,151,0.766497461928934
otla,778,0.7649950835791544,120,0.7453416149068323
zikret,1164,0.776,136,0.7727272727272727
sırıt,719,0.8953922789539228,97,0.8290598290598291
tükür,833,0.8759200841219769,150,0.8379888268156425
anlamlan,1910,0.7029812292970188,179,0.7458333333333333
tep,789,0.8925339366515838,145,0.8579881656804734
büz,1315,0.7245179063360881,114,0.7755102040816326
atfet,1145,0.8267148014440433,148,0.8314606741573034
gözetle,953,0.9067554709800191,144,0.8275862068965517
boşver,98,0.9074074074074074,50,0.8928571428571429
kemir,678,0.8956406869220608,128,0.847682119205298
sıva,798,0.8655097613882863,131,0.7987804878048781
yardımla,678,0.8052256532066508,62,0.7209302325581395
çınla,1008,0.8888888888888888,98,0.8099173553719008
sarmala,534,0.8557692307692307,105,0.8267716535433071
sabret,770,0.8953488372093024,147,0.7945945945945946
körükle,678,0.8805194805194805,108,0.8181818181818182
kurcala,696,0.87,152,0.8397790055248618
temellen,1975,0.7250367107195301,159,0.7327188940092166
tüt,731,0.8775510204081632,98,0.7777777777777778
çeşitle,678,0.7635135135135135,67,0.7282608695652174
kuvvetlen,1251,0.7260591990713872,114,0.75
paketle,623,0.8090909090909091,82,0.82
devşir,549,0.7945007235890015,131,0.8238993710691824
silk,555,0.9158415841584159,92,0.8518518518518519
yudumla,597,0.9072948328267477,101,0.8487394957983193
duraksa,678,0.8571428571428571,99,0.8389830508474576
sarfet,950,0.8707607699358387,152,0.8172043010752689
öyküle,123,0.9111111111111111,34,0.8947368421052632
küfret,713,0.89125,160,0.8648648648648649
sıç,2628,0.8073732718894009,223,0.7559322033898305
yıprat,862,0.8003714020427113,136,0.8192771084337349
tazele,630,0.7787391841779975,114,0.8085106382978723
alçal,614,0.8587412587412587,128,0.8311688311688312
eklemle,1156,0.7031630170316302,121,0.7756410256410257
şükret,679,0.859493670886076,121,0.8402777777777778
endişelen,101,0.8559322033898306,37,0.925
kuşkulan,108,0.9310344827586207,49,0.9423076923076923
dona,3650,0.7335209003215434,199,0.7509433962264151
salgıla,1200,0.759493670886076,115,0.7986111111111112
usan,646,0.8444444444444444,93,0.768595041322314
hıçkır,528,0.8756218905472637,43,0.8775510204081632
arzet,710,0.8776266996291718,104,0.8062015503875969
demle,873,0.7461538461538462,117,0.8125
yeral,472,0.9129593810444874,69,0.8117647058823529
şüphelen,887,0.8808341608738828,135,0.823170731707317
lafla,144,0.9290322580645162,53,0.8983050847457628
sonlan,1215,0.7961992136304062,152,0.8128342245989305
esne,699,0.8803526448362721,142,0.8402366863905325
çağla,91,0.9578947368421052,29,0.90625
sek,663,0.959479015918958,83,0.9325842696629213
buruş,731,0.7980349344978166,116,0.8226950354609929
eşitle,1544,0.7269303201506592,148,0.7872340425531915
düğümle,978,0.7260579064587973,83,0.7410714285714286
ağar,642,0.8075471698113208,116,0.8285714285714286
ışı,583,0.7571428571428571,104,0.8666666666666667
aldan,727,0.8512880562060889,148,0.8222222222222222
tuzla,256,0.7529411764705882,70,0.8333333333333334
imren,612,0.8547486033519553,110,0.8527131782945736
mahvet,601,0.917557251908397,124,0.8794326241134752
kamaş,960,0.7966804979253111,102,0.85
resmet,1078,0.753319357092942,146,0.7978142076502732
kak,680,0.7727272727272727,165,0.8208955223880597
tetikle,643,0.9030898876404494,109,0.8449612403100775
belle,876,0.8326996197718631,173,0.8199052132701422
güncelle,1349,0.8425983760149907,133,0.7916666666666666
hırpala,869,0.7786738351254481,139,0.8273809523809523
öksür,498,0.8272425249169435,91,0.8504672897196262
yama,4559,0.8329983555636762,253,0.7354651162790697
çalkala,942,0.7251732101616628,89,0.7739130434782608
başkaldır,527,0.8286163522012578,123,0.8601398601398601
,2047718,0.8001180023991217,484,0.562137049941928
