collocate_pair,risk_ratio,risk_ratio_reverse,odds_ratio,mutual_information,dice_coefficient,t_score,chi_squared,risk_ratio_confidence_interval_left,risk_ratio_confidence_interval_right,risk_ratio_reverse_confidence_interval_left,risk_ratio_reverse_confidence_interval_right,suffix1_frequency,suffix2_frequency,suffix1-suffix2_frequency,suffix1-suffix2_adjacent_frequency,stem_frequency
"('Gen', 'Rel→Pron')",41919.40740740741,33024.254641909814,47701.25670498084,7.245994484687461,0.00034888791975577847,1.9868256053592792,1.4667570514059557e+26,12218.87436731091,143813.30592033346,9626.071633643267,113296.62152544483,22926,4,4,4,4
"('NarrPart→Adj', 'Ness→Noun')",9044.109011627907,1812.254439592431,4528.636098981077,10.327679504191133,0.0014760147601476014,1.4131135098993364,1.4667595802370576e+26,407.64044234415405,200656.9989568208,81.68280595090306,40207.55795040323,2708,2,2,2,2
"('NarrPart→Adj', 'AsIf→Adj')",4522.053779069767,1512.4115646258501,4535.234693877551,10.327679504191133,0.0029498525073746312,1.9984448651242752,1.4667570514042593e+26,827.5642971812812,24709.826717330874,276.7808333729953,8264.259894511844,2708,4,4,4,4
"('NarrPart→Adj', 'Ly→Adv')",2261.026889534884,1133.4825200291332,2265.965040058267,10.327679504191133,0.0022132054592401327,1.7307037726017305,1.4667583158207798e+26,455.94251537634386,11212.471798073146,228.56998017547303,5620.9595950669745,2708,3,3,3,2
"('With→Adj', 'Become→Verb')",1268.7379301661838,446.3577834904627,1834.3403855474942,5.628512587000009,0.07743442919669595,47.54327919571643,1.3947507193604901e+26,1163.8185091183136,1383.115943620665,409.4458262528512,486.59739117595,2858,57916,2353,2353,1
"('Loc', 'Rel→Adj')",1019.770693391116,1399.263880767796,2050.085530616692,7.223640225518213,0.05950495874656221,26.544722537482407,1.4658594996302975e+26,908.5856766087477,1144.5615904720114,1246.7029383182958,1570.4939387264606,23284,714,714,714,274
"('Inf3→Noun', 'Equ')",665.8767119100025,603.8284320518861,708.5752163445898,11.183639628576664,0.15755627009646303,6.997039810286769,1.4665623400115434e+26,487.6324449063474,909.274598307815,442.19347119204195,824.5458133322184,464,158,49,0,15
"('Related→Adj', 'Become→Verb')",398.24659820332295,439.3313995184074,572.6886234591734,5.9070286297780745,0.024726305378397734,26.479861630931676,1.3947507193604898e+26,361.7495583616756,438.42583719743243,399.06917087854373,483.6556985293795,726,57916,725,725,2
"('PresPart→Noun', 'Without→Adj')",353.0909246477668,118.37033656588704,176.55550484883057,7.12521200970446,0.00016043638697256537,0.9928371012723783,1.4667595802368154e+26,11.844617664804106,10525.726080553644,3.9707941541566343,3528.6484352390985,12464,2,1,1,1
"('FeelLike→Noun', 'Equ')",262.56703574818096,266.7367744423732,269.9873771878457,9.29762776264406,0.026845637583892617,1.9968230651907104,1.4665623400115434e+26,96.62226016569251,713.5151686926218,98.15668574880193,724.8462628618238,140,158,4,4,4
"('Agt→Noun', 'Become→Verb')",257.0812270789969,341.06715075465075,344.38164540138223,5.6866247615350805,0.0010353574571620853,5.3709039883422065,1.3947507193604898e+26,169.61155698621258,389.65951666734094,225.0219945409376,516.9574714738951,35,57916,30,30,1
"('Caus→Verb', 'ActOf→Noun')",237.4080517539112,8.626393788288299,118.70910371846864,3.301024352216433,0.00019254467036352433,3.480039950376862,1.4667191192487398e+26,14.183802838125786,3973.7286030292403,0.5153787657713614,144.38831153480564,155774,34,15,15,6
"('FeelLike→Noun', 'P1sg')",116.53423999033757,321.42318411426584,323.16278458844124,7.459219086755387,0.01400918882277623,9.588977344483721,1.4502141437284862e+26,82.96880815015037,163.6787293069122,228.84345836895812,451.4564848062416,140,13137,93,93,64
"('PresPart→Noun', 'Rel→Pron')",78.46463724576782,54.64160350404431,78.48231617250845,8.12521200970446,0.0006416426050689766,1.9928381039081655,1.466757051405955e+26,24.161031251725944,254.81939218426893,16.825381933143913,177.4524254698623,12464,4,4,0,4
"('Ins', 'A2sg')",68.62041457714494,142.4135976862137,143.0028706120044,1.0796635376315715,0.007446128389304652,5.242273783931887,1.4453657327347568e+26,51.56498944116834,91.31702241714954,107.01706928209506,189.5177371421818,9586,17005,99,99,20
"('Pass→Verb', 'FeelLike→Adj')",53.94081163371643,5.038629854390561,53.95092475756514,3.0124652761217794,0.0007786298258083642,9.146638748991897,1.4665496969537893e+26,27.33342732829468,106.4488227091866,2.5532248920235894,9.943421313519485,279811,168,109,108,39
"('Almost→Verb', 'NarrPart→Adj')",50.060699638118216,52.084354903536976,52.10489545637315,6.627239786050041,0.000735023888276369,0.9898843002564262,1.463340727244937e+26,6.769540959606519,370.1984614926615,7.043193092045843,385.1633755123434,13,2708,1,1,1
"('Acquire→Verb', 'Inf3→Noun')",43.450290220129226,15.150200052568556,21.725300078852836,-2.882829082249652,3.585193152281079e-05,-6.375951970145627,1.4661754968514869e+26,1.4576034684403902,1295.2272419010544,0.5082355959491225,451.61842944945045,55321,464,1,1,1
"('Pass→Verb', 'EverSince→Verb')",40.3628206318807,4.912827238045946,40.37282408283734,2.783084462601098,0.0010354443305852403,10.292397016018722,1.4664308562580234e+26,24.08463008249031,67.64302726599828,2.9315004460828202,8.233282550967171,279811,262,145,144,28
"('Abl', 'Cond')",39.695431442254865,52.86689844696062,53.0957948600007,-0.03791466193494369,0.004865514979225891,-0.2512189689600971,1.4488618136516887e+26,31.179930791537938,50.53658675260434,41.52584251760588,67.30529188459639,22369,14215,89,89,76
"('Aor', 'While→Adv')",37.14825261425934,14.674160425624397,40.68146173957088,4.545880473965387,0.18357382801343688,111.42338880231583,1.4475541935310072e+26,36.077736671055874,38.25053342107112,14.251289319091475,15.109579166882602,131800,15258,13498,13202,698
"('When→Adv', 'Dat')",36.56168767371235,57521.41008233088,29036.617985587334,3.1975399997697624,0.02950161788897124,25.454905978617216,1.4056754926277549e+26,2.284814547580315,585.0614908618094,3594.6304154864565,920459.7511902794,6317,49002,816,816,234
"('Pass→Verb', 'Almost→Verb')",35.63063487696882,4.847875288751047,17.815438799379717,1.9361586559825212,2.8589399050831953e-05,1.477378275926917,1.4667456716878066e+26,1.8836368376702621,673.9845581412999,0.25628610070670965,91.70179245178143,279811,13,4,4,2
"('PastPart→Adj', 'P1sg')",32.121739325594625,29.375265217491105,37.20857915394896,5.2067989420724174,0.18694027042620978,59.4199936349606,1.4502141437284864e+26,30.907283208837132,33.38391570458171,28.26464757119417,30.529522946444636,26726,13137,3726,3726,519
"('FutPart→Adj', 'P2pl')",32.04471700285842,33.36518784173488,34.38047282115896,4.01118686803598,0.030612244897959183,13.68982665175601,1.4599511450054832e+26,27.82273919648183,36.9073612968751,28.96923444446115,38.42820775428192,8521,5395,213,213,133
"('Aor', 'AsIf→Adv')",31.86974579028752,12.796588334411185,32.04483838387982,4.4387269394571955,0.01287253182375923,27.89548957496062,1.4654462428956323e+26,28.58248246513231,35.535076352327884,11.476660783196175,14.268320384632323,131800,1041,855,845,239
"('FutPart→Adj', 'P1pl')",30.133108877611065,33.966013086562114,34.93845519458403,3.9717720839545723,0.0436676798378926,19.43857184869296,1.4526223260857942e+26,27.178804493713574,33.40854270613643,30.63592385571919,37.65807913708909,8521,11219,431,431,211
"('PastPart→Adj', 'P1pl')",29.205437646688377,26.441383136747397,32.827119522867136,5.130455841511224,0.1590723415469759,53.391148878588155,1.4526223260857942e+26,28.006519450878127,30.455679779511435,25.355932689178722,27.57330013273965,26726,11219,3018,3018,520
"('Cop', 'A3pl')",26.06817581397351,69549.48805785911,35183.684754913775,-0.23373488156116512,0.018253968253968255,-6.5890205709029095,1.3562059716600693e+26,1.6296361341986674,416.9947978002986,4347.84388684962,1112535.641801803,63969,89751,1403,1403,432
"('Prog2', 'Cop')",25.06573961945472,91.07990372856354,110.39198605047815,5.52521811173872,0.46638955272904375,140.7900264010146,1.3873652711134855e+26,24.3292382685926,25.82453654052061,88.40372208976547,93.83709946942132,24322,63969,20589,20582,680
"('A2pl', 'Cop')",25.051424661944626,385.327845659164,385.82279459111396,-1.5636369999755926,0.0034055692408986164,-23.956293365338105,1.3873652711134856e+26,13.20731200794642,47.51715392318255,203.14793077222754,730.8838838570678,24122,63969,150,150,97
"('Acquire→Verb', 'Caus→Verb')",24.982667619777885,14.29800945581641,29.58995822672293,3.155986724323318,0.2091191169852436,132.3191170279785,1.2786148987298226e+26,24.482541375898727,25.49301037900878,14.011778622787796,14.590087375926679,55321,155774,22072,22072,56
"('A1pl', 'Cop')",24.89440863381064,352.29974460266425,352.5891556117853,-2.9053081591669128,0.001862341894932878,-63.60705230475733,1.387365271113486e+26,11.55683463484738,53.624681914065484,163.54957252297373,758.8837325127707,39127,63969,96,96,76
"('A2sg', 'Cop')",24.76832728302567,327.5286688102894,327.8145001416028,-1.6156398258126299,0.0025193271914441674,-20.850478670272796,1.3873652711134856e+26,12.060252214532753,50.86709842268762,159.48103027729863,672.6507140448942,17005,63969,102,102,66
"('P2sg', 'Equ')",24.009533976738776,20.15766596796619,24.058863401442938,5.3317021596750775,0.0036380172805820826,7.297553796451945,1.4665623400115435e+26,18.008502927976956,32.010307802133994,15.119384947537757,26.874869492774888,30628,158,56,56,26
"('A3pl', 'Rel→Pron')",23.838149792967325,16.812137007204157,23.839753454850445,5.277051134773987,8.91315247061445e-05,1.948421359944507,1.4667570514059553e+26,7.340776677403275,77.41107113381948,5.177169550138581,54.59507323677233,89751,4,4,0,4
"('Caus→Verb', 'Adamantly→Adv')",23.74080087974776,6.685249063541702,23.74099625416681,2.3661193804383185,3.851412505536405e-05,1.396091294876292,1.4667456716878028e+26,2.469410186439543,228.24301507579074,0.6953692177452228,64.27169034962975,155774,13,3,3,3
"('A1sg', 'Cop')",23.679614425836863,199.34293882100752,199.67342237033083,-2.8915004005355893,0.002726921319886144,-89.42856337830403,1.387365271113487e+26,15.61263946812239,35.91475615005252,131.4324371317704,302.34246678356993,78316,63969,194,194,118
"('PastPart→Adj', 'P2pl')",22.482385783392882,19.807898642822074,23.441934604819053,4.7745328988714375,0.07060801344914541,32.449853201086576,1.459951145005483e+26,21.072419783322115,23.9866933038869,18.565661102362423,21.133254909753088,26726,5395,1134,1134,349
"('EverSince→Verb', 'NarrPart→Adj')",20.914442204301075,21.186856231947242,21.251975123018042,5.294256502653682,0.0053872053872053875,2.756350259115573,1.463340727244937e+26,10.386626300619639,42.11318286198039,10.521913805615853,42.661713951089354,262,2708,8,8,2
"('Caus→Verb', 'Pass→Verb')",20.330647974657357,7.07299411469175,22.674983212282257,1.5923802118197314,0.1734127667389832,130.60277810473656,1.1414103790442947e+26,19.939826752394232,20.729129304988014,6.937028148018703,7.211625018525044,155774,279811,37768,37704,404
"('Rel→Adj', 'Gen')",20.058625267445155,29.585727265697496,29.587937901167734,-0.23378577934163802,0.00033840947546531303,-0.3518334614912177,1.4379650167160792e+26,6.039841759794187,66.61572664007998,8.908542268011628,98.25572259821644,714,22926,4,0,3
"('Rel→Pron', 'Abl')",19.904746374031156,26.20568373663478,26.206328498708206,5.281478385663548,8.939346533768382e-05,0.9742892811110632,1.4386601285532487e+26,2.0703613834108276,191.36703929522992,2.725743629920863,251.9451398752651,4,22369,1,1,1
"('Stay→Verb', 'When→Adv')",19.721987751770566,19.93242481178916,19.977055704791965,3.9357426694434103,0.0015391719255040787,2.089949902825041,1.4587892728557761e+26,8.15163418560277,47.71519330049856,8.238613548634333,48.22432276162371,180,6317,5,5,1
"('Without→Adj', 'Narr')",19.305729916141516,37.611005669060816,37.61145983228303,3.7000028409057557,1.4937412242703074e-05,0.9230537583056603,1.303982303701666e+26,1.207478778448747,308.668950748621,2.3523840527539663,601.342177006365,2,133890,1,1,1
"('Dim→Noun', 'A1sg')",18.674634387796427,54.02342596925735,27.011951581694642,5.473672067232333,2.5537239679763015e-05,0.9774960988745922,1.3699663374675297e+26,0.6264672940779804,556.6802494153169,1.812293016344095,1610.4076587699526,1,78316,1,1,1
"('Inf2→Noun', 'With→Adj')",18.419563874881156,6.481237433812548,18.444851558755005,1.1941027140996263,0.0037163015802056405,12.308560921173962,1.4631513672963822e+26,15.696537839611514,21.614978844865067,5.523094320711852,7.605598643486322,254387,2858,478,478,226
"('AsIf→Adj', 'Dat')",18.123376925853897,35.24595623769986,35.246753851707794,5.150138514678673,8.162265844998571e-05,1.3743877616374658,1.4056754926277545e+26,2.552800295130576,128.6652903570637,4.964631473144748,250.2255077400453,4,49002,2,0,2
"('P1pl', 'Loc')",17.925576573090705,23.876781538528377,24.28851919840863,3.506385689516456,0.04944497579920586,26.63934512493537,1.4375183644887198e+26,16.559968478562205,19.403798738730263,22.0577981430793,25.84576633354859,11219,23284,853,853,264
"('A1sg', 'Cond')",17.561604111778365,19.672757009250663,19.695831445770423,-3.677598221557832,0.0005403594471042137,-58.97920202010793,1.4488618136516903e+26,11.576682843274138,26.640613995745053,12.968363658542279,29.84319213550833,78316,14215,25,25,24
"('Start→Verb', 'Unable')",17.519582348305754,18.38707670797886,18.38903405084816,3.886733683513161,8.49725963376811e-05,0.9323954828121417,1.4372152341531375e+26,2.345019792246255,130.88834758407634,2.461135085559292,137.36937555716042,10,23527,1,1,1
"('Become→Verb', 'Caus→Verb')",17.24968898912864,11.483421640963021,19.75688854647849,2.811731612143419,0.1703589311619636,116.00339391155269,1.2786148987298226e+26,16.90330420642876,17.603171935372206,11.252827193013099,11.718741461347207,57916,155774,18202,18202,48
"('Inf2→Noun', 'Agt→Noun')",16.87817777656474,6.29275802706503,16.87827408119509,-0.3552569097302722,1.572191084104362e-05,-0.3948674318802273,1.4667178548518304e+26,1.5303842836560846,186.14467496801728,0.570579248124917,69.40105816558193,254387,35,2,2,2
"('Cond', 'A2pl')",16.816630923903343,17.672499380718897,18.896861730199326,3.9968060963343732,0.08206171583587657,37.18515853465174,1.4364732090018658e+26,15.928494169260558,17.75428817223283,16.739161643960433,18.65787791554037,14215,24122,1573,1573,416
"('P2sg', 'Gen')",16.71553128063093,19.239559200928927,21.825425854666182,4.992462523822574,0.2398700377189379,77.69774808885954,1.4379650167160792e+26,16.227325986518753,17.218424417299364,18.67763541277138,19.81838868066462,30628,22926,6423,6423,655
"('P2pl', 'Loc')",16.279079495938284,21.186696819069272,21.375898270458272,3.633587903200438,0.031242372467659263,19.46188757263928,1.4375183644887195e+26,14.622524749105162,18.123301808827208,19.03074425466904,23.586892666745385,5395,23284,448,448,207
"('A3pl', 'P3pl')",16.24391152508966,14.22433193658282,18.22939440665092,4.001708136535694,0.1242876886086973,76.03839192816092,1.4467609819880254e+26,15.779911663215533,16.72155505471137,13.818020436816772,14.642590808665833,89751,15891,6565,6565,676
"('Opt', 'A1pl')",15.827644689615015,18.828859802693383,20.988872286975166,4.524702431814922,0.19468405695425484,74.8056750858426,1.4178454275270912e+26,15.353313770818254,16.316629762158975,18.26458694054309,19.410565518047296,23590,39127,6105,6102,563
"('Rel→Adj', 'P2sg')",15.126732567407322,19.83454500686831,19.835643423209763,-1.0666897775133677,0.00019143641120541126,-1.8959413891345824,1.4283763247039531e+26,4.095004533051359,55.87735894283845,5.369470991319194,73.26777186533049,714,30628,3,3,3
"('PastPart→Noun', 'P1sg')",14.639048941688998,9.669801432505297,15.372893451924028,4.356294930104786,0.13462693917754248,78.7092299663827,1.450214143728487e+26,14.19164089254563,15.100562051970389,9.37426672859428,9.97465321302022,88388,13137,6834,6408,612
"('Able→Verb', 'FutPart→Noun')",14.178426012063264,11.121532979954992,14.732432927196719,4.329989786251365,0.1210906804966211,52.7788189377329,1.4481897239608627e+26,13.59837842039194,14.783215907427149,10.666544646607733,11.595929133767143,36153,14751,3082,3080,534
"('Without→Adj', 'A1sg')",14.005971291004814,27.011708484826663,27.01194258200963,4.473672067232333,2.5536913608621262e-05,0.9549920540745432,1.3699663374675297e+26,0.8760069186119546,223.9334275068065,1.6894539496474867,431.8746867421265,2,78316,1,0,1
"('PresPart→Noun', 'A3pl')",13.850628578024285,24.873799106928345,26.74678509729642,4.771741147842223,0.17181431296776403,90.39077870212988,1.3562059716600675e+26,13.438570292210095,14.27532154351169,24.13379983801795,25.636488500131776,12464,89751,8781,8777,660
"('Able→Verb', 'FutPart→Adj')",13.441116638758787,10.408093196901486,13.589931457876036,3.3506389221786,0.04042619868379818,27.10769047512434,1.4560143755479791e+26,12.459971077797574,14.499521336662077,9.648345721102963,11.22766608149726,36153,8521,903,902,330
"('Rel→Pron', 'Cop')",13.344473217118408,25.68852304394427,25.688946434236815,4.765606217811079,6.2526378315852e-05,1.3622233838202347,1.3873652711134853e+26,1.8796650153936787,94.73760695870293,3.6184132020209603,182.3728190607661,4,63969,2,2,2
"('Aor', 'Cond')",12.926702427804067,8.580238244247022,13.597038795263572,3.9053907450124923,0.11049549703797555,83.91980745779914,1.4488618136516884e+26,12.56190854413168,13.30208981142889,8.338102367024314,8.829405671390518,131800,14215,8067,7695,653
"('EverSince→Verb', 'PresPart→Noun')",12.810031283444472,12.986518384211427,13.01020130519777,3.0917890081670096,0.0012572685840012573,2.4966701934731175,1.4510588346110226e+26,6.364505904066329,25.783132886715265,6.452191341359094,26.138353750051202,262,12464,8,8,1
"('Cond', 'A2sg')",12.80088402123147,13.3265447045779,14.015596043954806,4.184532587393588,0.0809096732863549,33.59032439497286,1.4453657327347566e+26,12.062892456403242,13.58402491916749,12.558247955386772,14.141844817368364,14215,17005,1263,1263,360
"('Neg', 'Opt')",12.733679373165517,8.13603477331399,13.471739321669085,3.733787423285768,0.14927815769478053,93.61445133422981,1.4371366578328282e+26,12.405401550663385,13.070644244475114,7.926285516958934,8.351334517403476,113282,23590,10216,10216,640
"('Pass→Verb', 'Repeat→Verb')",12.248028329674144,3.999532035040132,12.248245131400497,1.029940802303138,7.86056781883535e-05,1.69237599936371,1.4666773946306251e+26,3.899966339032672,38.465510961745686,1.273514388495404,12.56071909655537,279811,67,11,11,9
"('P3sg', 'Ins')",11.555093468920049,10.159733404388792,12.20584093144762,3.034861316023662,0.04246936828673018,51.43054895563287,1.4546747793438259e+26,11.124627365692293,12.002216405670115,9.78124915757734,10.552863053109203,151848,9586,3428,3428,571
"('A2sg', 'Cond')",11.179336230738837,11.973379952296874,11.977715542953648,-3.1181063363939647,0.0005124919923126201,-21.729345392509277,1.4488618136516886e+26,5.442876071713498,22.961676311062003,5.829471615738649,24.59259379443764,17005,14215,8,8,8
"('P1sg', 'Loc')",11.129502682735286,12.967612034585008,13.197675768059296,3.372014725430464,0.049971170478570054,27.256081569812515,1.4375183644887196e+26,10.357650981346634,11.958872739396718,12.068284032501944,13.933957920333425,13137,23284,910,910,256
"('Dat', 'A3pl')",10.885926595924332,18.097703990286856,18.10422220564686,-4.779939922256457,0.0006630487268743739,-179.54946845906414,1.356205971660069e+26,7.4432513942896446,15.920918369459729,12.374303581063778,26.468308909218496,49002,89751,46,46,13
"('Desr', 'A2sg')",10.695404929134108,11.21796892311265,11.535486411906753,4.255101631950673,0.05819270770102383,25.41252871263705,1.4453657327347564e+26,9.899929833218978,11.554797713243138,10.383627917399235,12.119350554641292,7706,17005,719,566,269
"('P1sg', 'Equ')",10.688160983789828,10.5231911573516,10.699003917179631,3.3305250451363757,0.0009025949605114704,2.2059979689846583,1.4665623400115435e+26,4.7644081291744,23.977119952400617,4.690870353747658,23.60703745429498,13137,158,6,6,6
"('A1pl', 'Cond')",10.446217408794489,11.131501674401001,11.13500409485242,-4.512956906440304,0.0002624573506805144,-57.76091038794353,1.4488618136516892e+26,4.848995738533939,22.504341937160333,5.167095616563741,23.98065348935733,39127,14215,7,7,7
"('P2sg', 'Acc')",10.044760071842399,17.703200372527263,19.126219905115487,4.274131401818102,0.24366679981792339,108.80703938733969,1.371533102072842e+26,9.799060286568093,10.296620487087173,17.27017136047639,18.147087072169292,30628,77019,13115,13115,708
"('Neces', 'Cop')",10.02596596950209,14.71197871962763,15.195193450593163,4.420892181812241,0.10722195214173824,60.10069098153211,1.3873652711134851e+26,9.638028855667338,10.429517811881873,14.142724586843647,15.304145712356084,10083,63969,3970,3969,532
"('Ins', 'A1sg')",9.935464400790517,14.834298921994975,14.842645670077111,-1.6869519669288575,0.0015244249277604606,-18.16967188455258,1.36996633746753e+26,7.374394541462719,13.385973899871615,11.0104539238329,19.9861355425841,9586,78316,67,67,17
"('EverSince→Verb', 'PastPart→Adj')",9.790814079331522,10.060705993748135,10.074388727051891,2.8982028123756565,0.0011116051578479323,3.3534737096368485,1.4332287664953258e+26,5.8526818462802686,16.378823051343744,6.014015877869989,16.830318899737993,262,26726,15,15,5
"('FutPart→Noun', 'P2sg')",9.749344095699898,10.543675543773075,11.299673673614622,4.862245894614647,0.16642059102227902,59.368701154456055,1.4283763247039531e+26,9.406772581001228,10.104391222163644,10.173192887086993,10.927650267347948,14751,30628,3776,3484,598
"('Neg', 'SinceDoingSo→Adv')",9.731528206486209,6.557199633848186,9.732742281761434,1.7381923530395935,0.0004228963111107195,3.430546654531335,1.4664826902215871e+26,5.893302078198221,16.069537922378213,3.9709650333810487,10.827813057202727,113282,221,24,24,18
"('P1sg', 'Acc')",9.700478824030814,18.569225814229533,18.863607440158138,3.243205416059063,0.0610719197834864,46.946447318652666,1.371533102072842e+26,9.192785529526343,10.236210679911151,17.597369517129106,19.594755170891176,13137,77019,2753,2753,542
"('P3sg', 'Equ')",9.641108797725717,8.290015048880433,9.64872753110904,2.9150821164941143,0.0006841835190716155,6.25511269187834,1.4665623400115447e+26,7.169767105868308,12.964295419513098,6.165004301023671,11.147494171131834,151848,158,52,52,25
"('A2pl', 'Cond')",9.60803677269584,10.177372959452342,10.181905890875564,-3.3005687641939505,0.0005216892297258523,-27.9958076032712,1.4488618136516887e+26,5.0648140855605845,18.22660596539111,5.364935952943344,19.306646204968327,24122,14215,10,10,8
"('Agt→Noun', 'Caus→Verb')",9.59123435733864,10.83880733051352,10.84238499190252,3.2592041765218065,0.0001925434345897862,3.4684825461827997,1.27861489872982e+26,5.579476275027342,16.48752892975467,6.305222674902201,18.632132504315692,35,155774,15,0,1
"('PastPart→Noun', 'P2pl')",9.454065496301396,7.027444950085811,9.588036009247391,3.9296273850438306,0.04452832602923771,42.70877695201984,1.4599511450054844e+26,8.979536280265691,9.953671505819898,6.674715434492448,7.398814677743915,88388,5395,2088,1955,457
"('Neg', 'Desr')",9.393254551058167,6.447342639200628,9.45190823853873,2.255778133839105,0.01980361688762522,27.369626556541373,1.4570400719965375e+26,8.752046950443411,10.081439411897211,6.007230526667986,6.919699006508921,113282,7706,1198,1198,408
"('Gen', 'Cond')",9.313584147987228,9.849070605921622,9.849944415599307,-5.549131993877428,0.00010769769257693654,-64.80290827994787,1.4488618136516886e+26,2.228813268612272,38.9188501805931,2.3569593511130993,41.156497567350115,22926,14215,2,2,2
"('PastPart→Noun', 'P1pl')",9.307896580801584,7.058628814779609,9.592673452000271,3.960515815690988,0.08907004527794231,62.36485737779492,1.4526223260857952e+26,8.98339616299795,9.64411868150154,6.81254443044715,7.313602319004136,88388,11219,4436,4178,577
"('PastPart→Noun', 'P2sg')",9.220926956481252,7.550045323170426,10.264029131641037,4.27605261710261,0.253260065873496,116.6804039734716,1.4283763247039534e+26,9.03966371730531,9.405824884170404,7.401627959312977,7.701438750404136,88388,30628,15071,13775,709
"('FeelLike→Noun', 'P2pl')",9.199223645320195,9.36886002578372,9.372446680080483,3.788963767166939,0.001084010840108401,1.606746361587122,1.4599511450054832e+26,2.9311093590243855,28.87156544196145,2.985159874761178,29.403965571442114,140,5395,3,3,2
"('Pass→Verb', 'NarrPart→Adj')",9.12598189269838,3.672943927317787,9.149858445057177,2.940945482629499,0.011836372067011422,35.573818416019854,1.4633407272449508e+26,8.392828413559348,9.923179815198758,3.3778708436038984,3.9937930482941093,279811,2708,1672,1571,213
"('Able→Verb', 'Aor')",9.089763031979816,9.383260820330348,11.300634134939466,3.5820171981181144,0.19525700642441635,117.63552319722855,1.3064231870213216e+26,8.920529655703199,9.262206972735378,9.208563096800946,9.561272773700557,36153,131800,16397,16376,692
"('P3sg', 'Loc')",9.02917937992366,8.78107919100669,10.139268391764244,2.8191292478714765,0.0818810954023251,72.75260898382533,1.4375183644887212e+26,8.792648939576344,9.272072709270113,8.551048039738209,9.01729839434879,151848,23284,7170,7170,640
"('P2pl', 'Acc')",8.998149931184559,16.32350333583264,16.402888738442524,2.850226939658773,0.020894508214623728,25.27683407003558,1.371533102072842e+26,8.200469481341171,9.873422780037552,14.876434818023133,17.911331875841725,5395,77019,861,861,355
"('Loc', 'Cop')",8.940978759921672,12.871416408910765,12.91986240918475,0.1472981644614217,0.010864955932747299,2.1132923417661673,1.3873652711134855e+26,8.006005674021928,9.985141709899759,11.525430891789895,14.37459145146532,23284,63969,474,474,220
"('Pass→Verb', 'Stay→Verb')",8.907658719242205,3.635890858372407,4.4538362875586115,-3.8552547222060616,7.143086742073853e-06,-13.472627037468039,1.4665345254139553e+26,0.2988213547539655,265.5311696977665,0.12197165004642554,108.38340162623273,279811,180,1,1,1
"('Gen', 'Cop')",8.896919180658697,12.844261521972133,12.845378770988045,-5.259659206630292,0.000253179124230393,-123.7443547841084,1.3873652711134856e+26,4.314163501052639,18.347744791744457,6.228250828278792,26.488184017213957,22926,63969,11,8,9
"('P3sg', 'Dat')",8.878630575601637,9.545621732406119,11.012391019973405,2.5567144352093214,0.1252676126462534,93.2662649857621,1.4056754926277564e+26,8.693961862644178,9.067221842405566,9.347080114451401,9.74838057901165,151848,49002,12580,12580,704
"('EverSince→Verb', 'Narr')",8.778433395649078,11.050133741044823,11.063741320516327,3.434764164145231,0.0016250223626930647,9.474968388823942,1.303982303701666e+26,7.089711475117921,10.869397598520086,8.924401024025832,13.682201793291334,262,133890,109,108,28
"('Neg', 'AsIf→Adj')",8.515087180675433,6.010116165009925,8.515174247514887,3.941132411709869,3.53088642903801e-05,1.322144412529989,1.466757051404261e+26,1.5595897736267543,46.490885565306115,1.1007891652043913,32.81418227822642,113282,4,2,0,2
"('P3pl', 'Acc')",8.480972238701227,14.316304036459432,14.555265936791972,3.065894381336589,0.06339468302658487,47.8074680511103,1.3715331020728418e+26,8.076467227747486,8.905736640211837,13.63347940762042,15.033327526778255,15891,77019,2945,2945,602
"('P3pl', 'Ins')",8.325516977648272,8.573216027894945,8.706626793197445,2.8923519170444414,0.025513207991521764,15.600438369110769,1.4546747793438245e+26,7.440040852267183,9.316378004025028,7.661395400921723,9.593556945528773,15891,9586,325,325,182
"('FutPart→Adj', 'P3sg')",8.303507141921147,24.8664709420886,25.060471580095207,2.511464660400079,0.026439024998596985,37.98004265019917,1.2831402547776633e+26,7.685308175604667,8.971433452050315,23.015153616819067,26.86670649297183,8521,151848,2120,2120,527
"('Hastily→Verb', 'Desr')",8.190482426152053,8.170208159833116,8.25415836044359,3.0082710367878813,0.007882769075290551,5.468866445669962,1.457040071996536e+26,5.965000297982159,11.2462697438253,5.950234866797338,11.218431350917832,2189,7706,39,39,33
"('P3pl', 'Rel→Adj')",8.126284139761996,8.046566032371597,8.16772870623138,3.542916483162073,0.004576934658235471,5.635551959071961,1.4658594996302972e+26,5.8914995039564415,11.208775266093207,5.833704430332467,11.098818201460784,15891,714,38,0,21
"('P3sg', 'Acc')",8.013375680374185,10.788329614735751,12.30466840730949,2.737222643475811,0.19581678442064604,127.65470968110799,1.3715331020728437e+26,7.874819871236862,8.154369350003504,10.60179327866071,10.978148018642312,151848,77019,22408,22408,716
"('Inf2→Noun', 'Dat')",7.955126117225547,5.098075375999596,8.961135344385422,3.5401599513904847,0.2746902491520787,187.70964376464568,1.4056754926277552e+26,7.845137951269389,8.066656307901416,5.027589006299149,5.169549958600365,254387,49002,41669,26251,726
