"('Prog1', 'A3sg')",620
"('Inf1→Noun', 'A3sg')",452
"('Neg', 'Aor')",30
"('Neg', 'A3pl')",14
"('Aor', 'A3pl')",3
"('PastPart→Adj', 'P1sg')",39
"('Past', 'A3pl')",69
"('Past', 'A1sg')",645
"('Neg', 'A1sg')",45
"('Aor', 'A1sg')",24
"('Past', 'A3sg')",1177
"('Neg', 'Fut')",10
"('Neg', 'A3sg')",62
"('Fut', 'A3sg')",61
"('PastPart→Noun', 'A3sg')",162
"('PastPart→Noun', 'P2pl')",15
"('A3sg', 'P2pl')",15
"('Aor', 'A3sg')",195
"('Past', 'A1pl')",69
"('Pass→Verb', 'PastPart→Noun')",11
"('Pass→Verb', 'A3sg')",159
"('Pass→Verb', 'P2sg')",5
"('Pass→Verb', 'Loc')",6
"('PastPart→Noun', 'P2sg')",23
"('PastPart→Noun', 'Loc')",20
"('A3sg', 'P2sg')",28
"('A3sg', 'Loc')",21
"('P2sg', 'Loc')",6
"('Able→Verb', 'FutPart→Adj')",6
"('Able→Verb', 'P3sg')",2
"('FutPart→Adj', 'P3sg')",3
"('Able→Verb', 'FutPart→Noun')",2
"('Able→Verb', 'A3sg')",51
"('Able→Verb', 'P1pl')",6
"('FutPart→Noun', 'A3sg')",13
"('FutPart→Noun', 'P1pl')",2
"('A3sg', 'P1pl')",32
"('Aor', 'While→Adv')",108
"('Pass→Verb', 'Imp')",18
"('Pass→Verb', 'A2sg')",18
"('Imp', 'A2sg')",18
"('PastPart→Noun', 'P3sg')",55
"('A3sg', 'P3sg')",74
"('Inf2→Noun', 'A3sg')",71
"('Inf2→Noun', 'Dat')",22
"('A3sg', 'Dat')",36
"('Prog1', 'A3pl')",94
"('Narr', 'Past')",62
"('Narr', 'A1sg')",15
"('Opt', 'A1pl')",65
"('Prog1', 'A2sg')",67
"('Narr', 'A3sg')",207
"('PastPart→Adj', 'P3sg')",12
"('PastPart→Noun', 'P1pl')",32
"('Prog1', 'A1sg')",209
"('Neg', 'Desr')",7
"('Desr', 'A3sg')",17
"('Aor', 'Cond')",28
"('Aor', 'A2sg')",11
"('Cond', 'A2sg')",9
"('Pass→Verb', 'Prog1')",15
"('Pass→Verb', 'Past')",32
"('Prog1', 'Past')",115
"('Desr', 'A1sg')",16
"('Prog1', 'A2pl')",24
"('Neg', 'Past')",47
"('Inf1→Noun', 'Zero→Verb')",84
"('Inf1→Noun', 'Pres')",76
"('Inf1→Noun', 'Cop')",76
"('A3sg', 'Zero→Verb')",87
"('A3sg', 'Pres')",76
"('A3sg', 'A3sg')",87
"('A3sg', 'Cop')",192
"('Zero→Verb', 'Pres')",76
"('Zero→Verb', 'A3sg')",87
"('Zero→Verb', 'Cop')",76
"('Pres', 'A3sg')",76
"('Pres', 'Cop')",76
"('Aor', 'AsIf→Adv')",7
"('A3sg', 'AsIf→Adv')",7
"('P3sg', 'Loc')",6
"('Past', 'A2pl')",19
"('Fut', 'Past')",22
"('Fut', 'A2sg')",17
"('Past', 'A2sg')",49
"('Narr', 'A3pl')",34
"('Pass→Verb', 'Aor')",76
"('PastPart→Adj', 'P1pl')",29
"('Fut', 'A1sg')",30
"('Pass→Verb', 'Able→Verb')",20
"('Able→Verb', 'Aor')",68
"('Imp', 'A3sg')",9
"('Aor', 'Past')",19
"('Neg', 'Prog1')",30
"('PastPart→Adj', 'P2pl')",8
"('Narr', 'Cop')",20
"('Pass→Verb', 'PresPart→Adj')",57
"('Pass→Verb', 'Neg')",11
"('Pass→Verb', 'Fut')",19
"('Aor', 'A1pl')",39
"('Able→Verb', 'A2pl')",4
"('Aor', 'A2pl')",19
"('Neg', 'Narr')",15
"('A3pl', 'Past')",13
"('PastPart→Adj', 'P2sg')",9
"('Cond', 'A2pl')",16
"('PastPart→Noun', 'Dat')",12
"('P2pl', 'Dat')",2
"('Inf1→Noun', 'Ins')",11
"('A3sg', 'Ins')",14
"('FutPart→Noun', 'P1sg')",4
"('FutPart→Noun', 'Acc')",11
"('A3sg', 'P1sg')",28
"('A3sg', 'Acc')",54
"('P1sg', 'Acc')",9
"('P2pl', 'Loc')",1
"('Pass→Verb', 'Inf2→Noun')",6
"('Pass→Verb', 'P3sg')",11
"('Pass→Verb', 'Abl')",3
"('Inf2→Noun', 'P3sg')",22
"('Inf2→Noun', 'Abl')",10
"('A3sg', 'Abl')",19
"('P3sg', 'Abl')",2
"('Aor', 'Narr')",3
"('Narr', 'A2sg')",8
"('Prog1', 'Cond')",8
"('Prog1', 'A1pl')",47
"('Cond', 'A1pl')",6
"('Fut', 'Cop')",3
"('Desr', 'Past')",8
"('Desr', 'A2sg')",6
"('Able→Verb', 'Prog1')",7
"('Able→Verb', 'A1sg')",20
"('Cond', 'A1sg')",5
"('PastPart→Noun', 'P1sg')",20
"('PastPart→Noun', 'Acc')",38
"('PastPart→Noun', 'A3pl')",17
"('PastPart→Noun', 'P3pl')",5
"('A3pl', 'P3pl')",5
"('Fut', 'A2pl')",5
"('Inf2→Noun', 'P2sg')",1
"('Pass→Verb', 'Cond')",1
"('Cond', 'A3sg')",9
"('Neg', 'Imp')",4
"('Neg', 'A2pl')",6
"('Imp', 'A2pl')",7
"('PastPart→Adj', 'P3pl')",5
"('Inf2→Noun', 'Acc')",10
"('P3sg', 'Acc')",15
"('PastPart→Noun', 'Abl')",8
"('P2sg', 'Abl')",2
"('Pass→Verb', 'Desr')",2
"('Able→Verb', 'Neg')",14
"('Able→Verb', 'A3pl')",2
"('Able→Verb', 'Past')",10
"('Inf2→Noun', 'Gen')",3
