verb_lemma,formula_freq,formula_freq_norm,num_formula,formula_prop
zehirle,2428,0.7243436754176611,175,0.7709251101321586
öt,5743,0.85575920131128,266,0.6945169712793734
zedele,2183,0.7264559068219634,168,0.75
kirlet,1681,0.8027698185291309,190,0.7723577235772358
sömür,2058,0.8064263322884012,189,0.7354085603112841
naklet,1830,0.7847341337907375,184,0.7634854771784232
fotoğrafla,358,0.8483412322274881,113,0.8828125
sarar,835,0.9056399132321041,86,0.8037383177570093
çıldır,1693,0.7787488500459981,156,0.7959183673469388
onar,1948,0.8167714884696017,185,0.7773109243697479
ateşle,777,0.821353065539112,135,0.8181818181818182
soyutla,1842,0.7960242005185826,188,0.7704918032786885
kışkırt,1488,0.824376731301939,146,0.7604166666666666
ilaçla,271,0.9003322259136213,61,0.8714285714285714
yadsı,2842,0.7894444444444444,180,0.75
bunal,1516,0.8521641371557055,169,0.824390243902439
tık,6785,0.8314950980392157,237,0.6970588235294117
ezberle,1640,0.8375893769152196,220,0.7885304659498208
iliş,2009,0.7659168890583301,197,0.7786561264822134
sızla,2008,0.7865256560908734,166,0.7410714285714286
yala,4297,0.7958881274310058,243,0.7523219814241486
ayıkla,1569,0.8323607427055703,157,0.8177083333333334
bombala,1361,0.8101190476190476,155,0.8469945355191257
zıpla,936,0.8642659279778393,153,0.8360655737704918
uğurla,1133,0.8245997088791849,132,0.7904191616766467
hükmet,1191,0.817433081674674,184,0.7896995708154506
eşle,835,0.7724329324699353,143,0.8033707865168539
kaşı,1167,0.7563188593648736,167,0.7422222222222222
ödüllen,1479,0.7225207620908647,171,0.7916666666666666
susa,471,0.8738404452690167,69,0.92
arzula,1612,0.8713513513513513,169,0.7612612612612613
ürper,1461,0.841589861751152,119,0.8439716312056738
yadırga,2039,0.7633845001871958,179,0.7617021276595745
öfkelen,546,0.899505766062603,111,0.8409090909090909
üfle,1092,0.8557993730407524,167,0.835
konakla,1079,0.8851517637407711,110,0.8208955223880597
fışkır,1125,0.900720576461169,140,0.8383233532934131
dengele,1530,0.8078141499472017,164,0.7772511848341233
mırılda,2483,0.6734472470843504,151,0.7587939698492462
fethet,1332,0.8257904525728457,171,0.8028169014084507
esirge,1646,0.8176850471932439,172,0.8037383177570093
yatış,2222,0.7335754374380984,159,0.7681159420289855
katlet,1849,0.7621599340478153,184,0.8177777777777778
umursa,1827,0.7167516673205179,152,0.7755102040816326
devral,1147,0.8816295157571099,143,0.8218390804597702
alıkoy,1099,0.8592650508209538,147,0.7945945945945946
yalanla,651,0.875,117,0.841726618705036
ispatla,1281,0.8082018927444795,169,0.7897196261682243
kurgula,1429,0.7766304347826087,162,0.8059701492537313
hapset,1458,0.7562240663900415,191,0.7701612903225806
duyumsa,1671,0.8551688843398157,214,0.8075471698113208
irkil,942,0.8448430493273542,101,0.8145161290322581
aşın,2284,0.7933310177144842,200,0.7518796992481203
yıpran,972,0.8741007194244604,101,0.8487394957983193
kımılda,1793,0.7718467498923806,185,0.7283464566929134
sik,202,0.9308755760368663,65,0.9027777777777778
biçimle,1960,0.6894125923320437,123,0.7321428571428571
coş,1226,0.8173333333333334,144,0.7868852459016393
tıkla,1563,0.9177921315325895,141,0.815028901734104
bilinçlen,1222,0.7899159663865546,133,0.7556818181818182
saçmala,935,0.8554437328453797,100,0.7575757575757576
ısmarla,1052,0.8976109215017065,153,0.8360655737704918
karala,808,0.7844660194174757,142,0.8160919540229885
katla,4450,0.8305337812616648,247,0.7286135693215339
yaşar,470,0.8687615526802218,69,0.8414634146341463
haşla,1516,0.7549800796812749,113,0.8071428571428572
diril,1509,0.7714723926380368,179,0.771551724137931
yeşer,1377,0.8665827564505979,176,0.822429906542056
kıvran,841,0.9151251360174102,113,0.837037037037037
kodla,785,0.8780760626398211,127,0.8523489932885906
sahiplen,1277,0.884961884961885,198,0.7983870967741935
gölgele,721,0.7727759914255091,116,0.725
görüntüle,1440,0.8515671200473093,159,0.7910447761194029
azarla,4234,0.8857740585774059,212,0.7881040892193308
yağla,844,0.7672727272727272,104,0.7591240875912408
yüzleş,1125,0.8458646616541353,195,0.7991803278688525
solu,1091,0.9340753424657534,165,0.8333333333333334
delir,1353,0.845625,161,0.7777777777777778
esinle,1259,0.7502979737783075,127,0.7696969696969697
genelle,1332,0.8532991672005125,132,0.8
süpür,950,0.8771929824561403,155,0.8469945355191257
duygulan,504,0.8330578512396695,76,0.76
eksil,1533,0.793067770305225,151,0.798941798941799
doğra,2305,0.9758679085520745,126,0.8289473684210527
yankılan,724,0.9476439790575916,75,0.872093023255814
büyüle,1173,0.735423197492163,133,0.7869822485207101
durakla,527,0.6961690885072656,89,0.8476190476190476
hareketlen,435,0.8301526717557252,96,0.8421052631578947
beze,1180,0.7078584283143371,95,0.8189655172413793
bıçakla,368,0.8214285714285714,81,0.81
incit,1191,0.8163125428375599,174,0.8018433179723502
püskür,2387,0.7719922380336351,164,0.784688995215311
otla,944,0.7668562144597888,125,0.7352941176470589
zikret,1199,0.7841726618705036,146,0.776595744680851
sırıt,731,0.8958333333333334,103,0.8306451612903226
tükür,880,0.8791208791208791,153,0.827027027027027
anlamlan,2306,0.6788342655284074,194,0.7637795275590551
tep,823,0.8858988159311088,150,0.847457627118644
büz,1466,0.7051467051467052,117,0.7548387096774194
atfet,1165,0.8285917496443812,157,0.8351063829787234
gözetle,992,0.9059360730593607,150,0.819672131147541
boşver,554,0.9946140035906643,58,0.9508196721311475
kemir,704,0.8945362134688691,143,0.8511904761904762
sıva,819,0.8666666666666667,138,0.7976878612716763
yardımla,717,0.8231917336394948,73,0.7525773195876289
çınla,1091,0.8935298935298935,100,0.7936507936507936
sarmala,545,0.8502340093603744,109,0.8134328358208955
sabret,941,0.8868991517436381,153,0.765
körükle,689,0.881074168797954,115,0.8214285714285714
kurcala,739,0.8755924170616114,160,0.8465608465608465
temellen,2335,0.7498394348105331,181,0.7735042735042735
tüt,745,0.8744131455399061,102,0.7669172932330827
çeşitle,696,0.760655737704918,74,0.7326732673267327
kuvvetlen,1304,0.7232390460343872,123,0.7409638554216867
paketle,643,0.8088050314465409,91,0.8125
devşir,573,0.7980501392757661,141,0.8245614035087719
silk,569,0.9147909967845659,96,0.8421052631578947
yudumla,613,0.9001468428781204,108,0.8372093023255814
duraksa,703,0.8625766871165644,110,0.859375
sarfet,965,0.8725135623869801,160,0.8247422680412371
öyküle,125,0.9124087591240876,36,0.9
küfret,735,0.8855421686746988,164,0.8497409326424871
sıç,2721,0.8017088980553919,235,0.746031746031746
yıprat,882,0.8040109389243391,143,0.8265895953757225
tazele,684,0.8,124,0.8051948051948052
alçal,659,0.8869448183041723,140,0.8484848484848485
eklemle,1461,0.6811188811188811,129,0.7724550898203593
şükret,770,0.8700564971751412,124,0.8211920529801324
endişelen,108,0.8571428571428571,44,0.9166666666666666
kuşkulan,109,0.923728813559322,49,0.9245283018867925
dona,3703,0.7344307814359381,211,0.7562724014336918
salgıla,1263,0.7631419939577039,127,0.8037974683544303
usan,658,0.8414322250639387,96,0.7619047619047619
hıçkır,528,0.8756218905472637,43,0.8775510204081632
arzet,726,0.88,113,0.8188405797101449
demle,927,0.7512155591572123,122,0.8133333333333334
yeral,494,0.9148148148148149,76,0.8172043010752689
şüphelen,898,0.8803921568627451,138,0.8214285714285714
lafla,147,0.930379746835443,56,0.9032258064516129
sonlan,1312,0.800976800976801,161,0.8090452261306532
esne,731,0.889294403892944,151,0.848314606741573
çağla,94,0.9591836734693877,30,0.9090909090909091
sek,680,0.96045197740113,90,0.9375
buruş,769,0.7895277207392197,118,0.7972972972972973
eşitle,1815,0.8212669683257918,161,0.7970297029702971
düğümle,991,0.7207272727272728,83,0.7033898305084746
ağar,664,0.8107448107448108,118,0.8194444444444444
ışı,750,0.9305210918114144,112,0.8549618320610687
aldan,833,0.8668054110301769,156,0.8253968253968254
tuzla,347,0.7762863534675615,80,0.851063829787234
imren,630,0.8536585365853658,118,0.8368794326241135
mahvet,617,0.9086892488954345,130,0.8609271523178808
kamaş,968,0.7973640856672158,109,0.8515625
resmet,1113,0.7561141304347826,160,0.8040201005025126
kak,720,0.7903402854006586,175,0.8254716981132075
tetikle,651,0.9029126213592233,115,0.8455882352941176
belle,912,0.8283378746594006,182,0.8125
güncelle,1382,0.8447432762836186,140,0.7909604519774012
hırpala,891,0.7654639175257731,145,0.8146067415730337
öksür,511,0.8295454545454546,95,0.8558558558558559
yama,4761,0.8304552590266876,262,0.7338935574229691
çalkala,966,0.7176820208023774,89,0.7295081967213115
başkaldır,539,0.8292307692307692,129,0.8543046357615894
,2164373,0.796469715447304,564,0.5518590998043053
