verb_lemma,formula_freq,formula_freq_norm,num_formula,formula_prop
düzenle,4286,0.7603335107326592,180,0.7114624505928854
bin,891,0.8583815028901735,186,0.8378378378378378
yarat,3640,0.7824591573516767,218,0.7100977198697068
izle,12440,0.7884895734296761,303,0.6778523489932886
oyna,4427,0.8644795938293303,244,0.7240356083086054
sık,3958,0.7957378367511058,226,0.7243589743589743
koru,5438,0.867304625199362,227,0.7773972602739726
hazırla,4676,0.7656787293270018,227,0.7418300653594772
belirle,4590,0.7405614714424008,203,0.7837837837837838
topla,4571,0.7780425531914894,236,0.7129909365558912
seç,4816,0.7646872022864402,256,0.7071823204419889
doğ,10425,0.8214482704278623,278,0.6682692307692307
inan,4914,0.7858627858627859,266,0.6873385012919897
değerlen,1599,0.8393700787401575,165,0.8088235294117647
tart,5426,0.8547574039067423,224,0.8
daya,3031,0.8229704045614987,215,0.7312925170068028
kapa,8695,0.7403780653950953,252,0.7058823529411765
dol,8927,0.7861042620641071,274,0.6699266503667481
benze,2599,0.8086496577473553,203,0.7381818181818182
bas,4708,0.7803746063318415,264,0.7232876712328767
büyü,4398,0.9001227998362669,231,0.7938144329896907
unut,5681,0.8024011299435029,255,0.7083333333333334
in,50452,0.8138338199474134,368,0.6344827586206897
gönder,4558,0.8263234227701233,229,0.7483660130718954
etkile,4505,0.7918790648620144,197,0.7111913357400722
incele,5304,0.865111727287555,212,0.7653429602888087
san,4464,0.8361116313916463,199,0.7683397683397684
sat,5008,0.8409739714525609,251,0.7537537537537538
kaldır,5142,0.8282860824742269,250,0.7598784194528876
dinle,7154,0.8550256961874029,289,0.6930455635491607
sun,3993,0.8092825293879206,227,0.7668918918918919
yat,6218,0.8355280838484278,278,0.7315789473684211
kar,15484,0.7845163905355423,318,0.6476578411405295
ele,41225,0.808143181996393,315,0.6287425149700598
götür,4155,0.8643644684834616,226,0.7129337539432177
yüksel,4050,0.8074162679425837,222,0.7375415282392026
hatırla,5209,0.7831904976695234,239,0.6927536231884058
hisset,4747,0.850412038695808,265,0.7300275482093664
dönüş,5853,0.7730814951789724,232,0.6966966966966966
