collocate_pair,risk_ratio,risk_ratio_reverse,odds_ratio,mutual_information,dice_coefficient,t_score,chi_squared,risk_ratio_confidence_interval_left,risk_ratio_confidence_interval_right,risk_ratio_reverse_confidence_interval_left,risk_ratio_reverse_confidence_interval_right,suffix1_frequency,suffix2_frequency,suffix1-suffix2_frequency,suffix1-suffix2_adjacent_frequency,stem_frequency
"('Abl', 'Cond')",22.334918550590906,32.11885288332125,32.18180403547902,-0.7456885697780222,0.0033994334277620396,-1.6577701329017076,5.364261476425966e+21,8.483458214383795,58.8025041268815,12.199683903588157,84.56126557812004,1153,2377,6,6,6
"('Caus→Verb', 'Agt→Noun')",21.79049725009922,7.93055870567778,21.79167611703334,4.050353736855322,0.00024322023592362885,0.9396455047544328,5.507042471573245e+21,0.7309716221339376,649.5816746215332,0.26603400991646997,236.4124850200512,8221,2,1,1,1
"('Able→Verb', 'FutPart→Noun')",21.06669945892769,13.645073198645708,21.621196293176073,4.19365043626459,0.08737346830047948,12.110040427137404,5.456557308445993e+21,17.29727736513562,25.657553886909337,11.203587740201561,16.61860708497025,2917,837,164,164,81
"('P2sg', 'Gen')",20.910795455103866,22.40189181737222,24.980737612259368,5.091095119384873,0.1532106646639129,13.869023062586498,5.449508345307973e+21,17.854432561832386,24.490353588717845,19.127587354077075,26.236699260990676,1709,954,204,204,107
"('Aor', 'AsIf→Adv')",20.739858657243815,8.89761786951297,20.744044673782426,4.121023874468224,0.000510812191384301,1.6325172314914471,5.506921178564052e+21,3.4651260044357173,124.13451533128243,1.4865755628673414,53.255014900942044,11742,4,3,2,2
"('P3pl', 'Rel→Adj')",19.703540031028158,19.44684007975147,19.861375811880716,4.641823986070856,0.0056022408963585435,1.3575702638155225,5.505223267946838e+21,4.824009767763122,80.4785869938961,4.761162022109652,79.43010284700591,682,32,2,0,2
"('FutPart→Adj', 'P2pl')",18.527753445573993,20.28542628256141,20.634915061981797,3.28967374276923,0.027194066749072928,4.210939753433344,5.445955844821059e+21,11.862797930149865,28.937325727139168,12.988186270066272,31.682523711074992,605,1013,22,22,18
"('With→Adj', 'Caus→Verb')",17.529588766298897,18.924408592404607,19.032278654144253,1.9073957830132788,0.0014503263234227702,1.7965409522189402,5.02362206752039e+21,7.582404775557216,40.526256697100514,8.18573259182856,43.750908859371386,53,8221,6,0,1
"('P3sg', 'Ins')",17.384546795600226,15.337321779920762,18.439433011082535,3.4880274869923893,0.03937902309731162,11.380085126788988,5.476230832948039e+21,14.555025657048345,20.764131538446406,12.841008433630872,18.318922582805136,7412,511,156,156,98
"('P3pl', 'Ins')",17.332241899386982,18.242077311062488,18.582909071862563,3.7321073463835734,0.028499580888516344,3.8129485870157698,5.476230832947675e+21,10.536096387199624,28.51213563534135,11.089176228200435,30.00884626366728,682,511,17,17,12
"('EverSince→Verb', 'Prog2')",17.129674995917036,17.739322033898304,17.774861995753714,4.412046637979354,0.0021551724137931034,0.9530294715258028,5.45191742573527e+21,2.316257807956385,126.68096118567745,2.3986936809170913,131.1895506816181,14,914,1,1,1
"('EverSince→Verb', 'PresPart→Adj')",17.00690751070178,20.776388805416993,20.818075965630776,4.119329316351871,0.001781895937277263,2.10742738622071,5.174632565908273e+21,6.4074284469275335,45.140559192082364,7.827597379034747,55.145699362361206,14,5598,5,5,3
"('P3pl', 'Gen')",16.961349344281093,19.435312692324672,19.791933464449173,3.913903531507656,0.044009779951100246,5.6023098676634735,5.449508345307997e+21,11.864617111264682,24.247505745938003,13.59517682535585,27.7842196759033,682,954,36,36,18
